Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢱꢹꢗꢥꣁ,सूचना॑,ஸூசனொ,soochano',sUcanO,sūcanŏ,s̪uːt͡ʃən̪o,clue,துப்பு  
ꢜꢸꢦ꣄ꢦꢸ,तुप्पु,துப்பு,t'uppu,Tuppu,ṭuppu,ʈuppu,clue,துப்பு  
ꢣꣂꢬꢸ ꢣꢠ꣄ꢞꢵꢥꣁ,दोरु दण्डना॑,தோ3ரு த3ண்ட3னொ,doru dand'aano',doru daNDAnO,doru daṇḍānŏ,d̪oːɾu d̪əɳɖɑːn̪o,hanging punishment,தூக்குத்தண்டனை   
ꢲꣁꢬꢸꢒ꣄ꢬꢶꢫꣁ,होरुक्रिया॑,ஹோரு க்ரியொ,ho'rukriyo',hOrukriyO,hŏrukriyŏ,ɦoɾukɾɪjo,action,நடவடிக்கை  
ꢱꢹꢗꢵꢭ꣄,सूचाल,ஸுசால்,soochaal,sUcAl,sūcāl,s̪uːt͡ʃɑːl,good conduct,நன்னடத்தை  
ꢗꣁꢒ꣄ ꢗꢭ꣄ꢥꢶ,चा॑क चल्नि,சொக் சல்னி,cho'k chalni,cOk calni,cŏk calni,t͡ʃok t͡ʃəln̪ɪ,good conduct,நன்னடத்தை  
ꢱꢡ꣄ ꢗꢭ꣄ꢥꢶ,सत चल्नि,ஸத் சல்னி,sat chalni,sat calni,sat calni,s̪ət̪ t͡ʃəln̪ɪ,good conduct,நன்னடத்தை  
ꢥꢶꢮꢵꢬꢠꣁ,निवारणा॑, நிவாரணொ,nivaarano',nivAraNO,nivāraṇŏ,n̪ɪʋɑːɾəɳo,compensation,நஷ்ட ஈடு   
ꢥꢶꢫꢵꢮ꣄,नियाव्,நியாவ்,niyaav,niyAv,niyāv,n̪ɪjɑːʋ,justice,நீதி  
ꢥꢷꢡꢶꢦꢡꢶ,नीतिपति,நீதிபதி,neetipati,nItipati,nītipati,n̪iːt̪ɪpət̪ɪ,judge,நீதிபதி  
ꢥꢶꢫꢵꢫꢱ꣄ꢢꢭꣁ,नियायस्थला॑,நியாயஸ்த2லொ,niyaayasthalo',niyAyasthalO,niyāyasthalŏ,n̪ɪjɑːjəs̪t̪ʰəlo,court,நீதிமன்றம்  
ꢮꢶꢬꣂꢣ,विरोद,விரோத்4,viroda,viroda,viroda,ʋɪɾoːd̪ə,enmity,பகை  
ꢒꢸꢣꣁ,कुदा॑,குதொ3,kudo',kudO,kudŏ,kud̪o,pawn,பணயம்  
ꢩꣁꢔꢸꢪꢵꢥ꣄,भा॑गुमान,பொ4கு3மான்,bho'gumaan,bhOgumAn,bhŏgumān,bʰogumɑːn̪,prize,பரிசு  
ꢦꢵꢬꢶꢡꣂꢱꢶꢒꣁ,पारितोसिका॑,பாரிதோஸிகொ,paaritosiko',pAritosikO,pāritosikŏ,pɑːɾɪt̪oːs̪ɪko,prize,பரிசு  
ꢦ꣄ꢬꢡꢶꢒꢹꢭ꣄,प्रतिकूल,ப்ரதிகூல்,pratikool,pratikUl,pratikūl,pɾət̪ɪkuːl,adverse effect,பாதகம்  
ꢬꢒ꣄ꢯꢥꣁ,रक्षणा॑,ரக்ஷணொ,rakshano',rakzanO,rakśanŏ,ɾəkʃən̪o,"protection, defence",பாதுகாப்பு  
ꢦꢶꢬꢡꢶꢮꢵꢣꢶ,पिरतिवादि,பிரதிவாதி3,pirativaadi,pirativAdi,pirativādi,pɪɾət̪ɪʋɑːd̪ɪ,defendent,பிரதிவாதி  
ꢱꢡ꣄ꢫꢦ꣄ꢬꢪꢵꢠ꣄,सत्य प्रमाण्,ஸத்ய ப்ரமாண்,satyapramaan,satyapramAN,satyapramāṇ,s̪ət̪jəpɾəmɑːɳ,oath,பிரமாணம்  
ꢦꢶꢬꢪꢵꢠ꣄,पिरमाण्,பிரமாண்,piramaan,piramAN,piramāṇ,pɪɾəmɑːɳ,oath,பிரமாணம்  
ꢒꢸꢠ꣄ꢜꢸ,कुण्टु,குண்டு,kunt'u,kuNTu,kuṇṭu,kuɳʈu,error,பிழை  
ꢪꢥ꣄ꢡꢸ,मन्तु,மந்து,mantu,mantu,mantu,mən̪t̪u,error,பிழை  
ꢒ꣄ꢬꢵꢥ꣄ꢡꢶ,क्रान्ति,க்ராந்தி,kraanti,krAnti,krānti,kɾɑːn̪t̪ɪ,revolution,புரட்சி  
ꢒꢭꢲ ꢱ꣄ꢢꢶꢡꢶ,कलह स्थिति,கலஹ ஸ்தி2தி,kalaha sthiti,kalaha sthiti,kalaha sthiti,kələɦə s̪t̪ʰɪt̪ɪ,"agitation, struggle",போராட்டம்  
ꢥꢒꢭ꣄,नकल,நகல்,nakal,nakal,nakal,n̪əkəl,duplicate,போலி  
ꢪꣁꢬꢥꢸ ꢣꢠ꣄ꢞꢠꣁ,मा॑रनु दण्डणो,மொரனு த3ண்ட3ணொ,mo'ranu dand'ano',mOranu daNDaNO,mŏranu daṇḍaṇŏ,moɾən̪u d̪əɳɖəɳo,death sentence,மரணதண்டனை  
ꢦꣀꢭ ꢏꢫ꣄ꢣꢦꢥ꣄,फैल आ॑य्दपन,பை2ல ஒய்த3பன்,paila o'ydapan,paila Oydapan,paila ŏydapan,pəɪlə ojd̪əpən̪,first aid,முதலுதவி  
ꢪꣁꢬꢜꢸ,मा॑रटु,மொரடு3,mo'rat'u,mOraTu,mŏraṭu,moɾəʈu,rowdy,முரடன்  
ꢤꢶꢒ꣄ꢒꢶꢥꢶ,धिक्किनि,தி4க்கினி,dhikkini,dhikkini,dhikkini,d̪ʰɪkkɪn̪ɪ,clash,மோதல்  
ꢮꢵꢣꢸꢒꢾꢬ꣄ꢥꢵꢬ꣄,वादु क॑र्नार,வாது3 கெர்னார்,vaaduke'rnaar,vAdukErnAr,vādukĕrnār,ʋɑːd̪ukeɾn̪ɑːɾ,advocate,வக்கீல் /வழக்குரைஞர்
ꢮꢵꢣꢸꢥꢵꢬ꣄,वादुनार,வாது3னார்,vaadunaar,vAdunAr,vādunār,ʋɑːd̪un̪ɑːɾ,advocate,வக்கீல் /வழக்குரைஞர்
ꢣꢵꢮꣁ,दावा॑,தா3வொ,daavo',dAvO,dāvŏ,d̪ɑːʋo,case,வழக்கு  
ꢮꢣꢶꢔ꣄ꢛꢵꢥꢶ,विदिगञानि,விதி3க்3ஞானி,vadignjaani,vadigJAni,vadigñāni,ʋəd̪ɪgɲɑːn̪ɪ,advocate,வழக்கறிஞர்
ꢮꢒ꣄ꢒꢷꢭ꣄,वक्कील,வக்கீல்,vakkeel,vakkIl,vakkīl,ʋəkkiːl,advocate,வழக்கறிஞர்
ꢆꢔ꣄ꢬ ꢒ꣄ꢬꢶꢫꣁ,उग्र क्रिया॑,உக்3ர க்ரியொ,ugra kriyo',ugra kriyO,ugra kriyŏ,ugɾə kɾɪjo,violence,வன்முறை  
ꢣꣂꢠꢸ ꢮꢵꢒ꣄,दा॑णु वाक,தோணு வாக்,donu vaak,doNu vAk,doṇu vāk,d̪oːɳu ʋɑːk,statement,வாக்குமூலம்  
ꢃꢣꢵꢬꢸ ꢮꢵꢗꢸ,आदारुवाचु,ஆதா3ரு வாசு,aadaaru vaachu,AdAru vAcu,ādāru vācu,ɑːd̪ɑːɾu ʋɑːt͡ʃu,statement,வாக்குமூலம்  
ꢮꢶꢮꢵꢣ꣄,विवाद,விவாத்3,vivaad,vivAd,vivād,ʋɪʋɑːd̪,argument,வழக்காடுதல்/ வாதம்  
ꢮꢵꢣꢶ,वादि,வாதி3,vaadi,vAdi,vādi,ʋɑːd̪ɪ,plaintiff,வாதி  
ꢧꢶꢬ꣄ꢮ ꢓꢳ꣄ꢳꢱ꣄ꢡꢾ,फिरिवि खल्लस्ते,பி2ர்வி கள்ளஸ்தே,phirva khal'l'aste',phirva khaLLastE,phirva khal̤l̤astĕ,pʰɪɾʋə kʰəɭɭəs̪t̪e,withdrawal,வாபஸ்  
ꢮꢵꢦꢱ꣄ ꢓꢳ꣄ꢳꢱ꣄ꢡꢾ,वापस खल्लस्ते,வாபஸ் க2ள்ளஸ்தே,vaapas khal'l'aste',vApas khaLLastE,vāpas khal̤l̤astĕ,ʋɑːpəs̪ kʰəɭɭəs̪t̪e,withdrawal,வாபஸ்  
ꢒꣀꢣꢸ ꢦꢡ꣄ꢬꣁ,कैदु पत्रा॑,கைது3 பத்ரொ,kaidu patro',kaidu patrO,kaidu patrŏ,kəɪd̪u pət̪ɾo,warrant,வாரண்டு  
ꢮꢶꢗꢵꢬꢠꣁ,विचारणा॑,விசாரணொ,vichaarano',vicAraNO,vicāraṇŏ,ʋɪt͡ʃɑːɾəɳo,enquiry,விசாரணை / விசாரிப்பு  
ꢩꢬꢵꢜ ꣄ꢱꣁꢞ꣄ꢥꢶ,भराट् सा॑ड्नि,ப4ராட்ஸொட்3னி,bharaat'a so'd'ni,bharATa sODni,bharāṭa sŏḍni,bʰəɾɑːʈə s̪oɖn̪ɪ,release,விடுதலை  
ꢥꢶꢫꢪꣁ,नियमा॑,நியமொ,niyamo',niyamO,niyamŏ,n̪ɪjəmo,rule,விதி  
ꢮꢶꢦꢡ꣄ꢡꢸ,विपत्तु,விப3த்து,vipattu,vipattu,vipattu,ʋɪpət̪t̪u,accident,விபத்து  
ꢮꢶꢬꣂꢤ꣄,विरोध्,விரோத்4,virodh,virodh,virodh,ʋɪɾoːd̪ʰ,enmity,விரோதம்  
ꢒꢸꢠ꣄ꢞꢸ,कुण्डु,குண்டு3,kund'u,kuNDu,kuṇḍu,kuɳɖu,bomb,வெடிகுண்டு
ꢨꢥ꣄ꢤ꣄,बन्ध,ப3ந்த்4,bandh,bandh,bandh,bən̪d̪ʰ,strike,வேலைநிறுத்தம்
ꢙꢪꢷꢥ꣄,जमीन,ஜமீன்,jameen,jamIn,jamīn,d͡ʒəmiːn̪,bail,ஜாமீன்  
