Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢥꢶꢬ꣄ꢣꢿꢱꢒ꣄,निर्देसक,நிர்தே3ஸக்,nirdesak,nirdesak,nirdesak,n̪ɪɾd̪eːs̪ək,director,இயக்குநர்  
ꢂꢤ꣄ꢫꢒ꣄ꢰꣁ,अध्यक्षो,அத்4யக்ஷொ,adhyaksho',adhyakSO,adhyakṣŏ,əd̪ʰjəkʂo,director,இயக்குநர்  
ꢂꢣ꣄ꢫꢵꢫ꣄,अद्याय,அத்3யாய்,adyaay,adyAy,adyāy,əd̪jɑːj,chapter,இயல்  
ꢗꢬ꣄ꢒꢵ,चर्का,சர்கா,charkaa,carkA,carkā,t͡ʃəɾkɑː,charkha,இராட்டை  
ꢆꢬꢵꢮ꣄ꢱꣁꢬꢵꢮ꣄,उराव्सा॑राव,உராவ்ஸொராவ்,uraavso'raav,urAvsOrAv,urāvsŏrāv,uɾɑːʋs̪oɾɑːʋ,"stock, balance",இருப்பு  
ꢭꢒ꣄ꢰꢫꣁ,लक्ष्या॑,லக்ஷ்யொ,lakshayo',lakSayO,lakṣayŏ,ləkʂəjo,target,இலக்கு  
ꢪꢸꢣ꣄ꢬꣁ,मुद्रा॑,முத்3ரொ,mudro',mudrO,mudrŏ,mud̪ɾo,"stamp, seal",இலச்சினை  
ꢮꢶꢩꢵꢒ,विभाक,விபா4க்3,vibhaaka,vibhAka,vibhāka,ʋɪbʰɑːkə,department,இலாகா  
ꢫꢸꢮꢬꢵꢜ꣄,युवराट्,யுவராட்,yuvaraat',yuvarAT,yuvarāṭ,juʋəɾɑːʈ,prince,இளவரசன்  
ꢫꢸꢮꢬꢵꢠꢶ,युवराणि,யுவராணி,yuvaraani,yuvarANi,yuvarāṇi,juʋəɾɑːɳɪ,princess,இளவரசி  
ꢫꢸꢮꢬꢵꢙ꣄ꢛꢶ,युवराजञि,யுவராஜ்ஞி,yuvaraajnyi,yuvarAjJi,yuvarājñi,juʋəɾɑːd͡ʒɲɪ,princess,இளவரசி  
ꢲꢸꢡ꣄ꢡꢸꢬꢵꢮ꣄,हुत्तुराव,ஹுத்துராவ்,hutturaav,hutturAv,hutturāv,ɦut̪t̪uɾɑːʋ,import,இறக்குமதி  
ꢲꢸꢡ꣄ꢡꢸꢬꢵꢜ꣄,हुत्तुराट,ஹுத்துராட்,hutturaat',hutturAT,hutturāṭ,ɦut̪t̪uɾɑːʈ,import,இறக்குமதி  
ꢦ꣄ꢬꢡꢶ ꢧꣁꢳ꣄꣄,प्रतिफोळ,ப்ரதிபோ2ள்,prati pho'l',prati phOL,prati phŏl̤,pɾət̪ɪ pʰoɭ,compensation,ஈடு  
ꢆꢖ꣄ꢙꢪꢶꢡꢶ,उञचमिति,உஞ்சமிதி,ungjamiti,uGjamiti,uṅjamiti,uŋd͡ʒəmɪt̪ɪ,ceiling,உச்சவரம்பு  
ꢆꢳ꣄ꢳꢸ,उळ्ळु,உள்ளு,ul'l'u,uLLu,ul̤l̤u,uɭɭu,abetment,உடந்தை  
ꢱꢲꢗꢵꢬ꣄,सहचार्,ஸஹசார்,sahachaar,sahacAr,sahacār,s̪əɦət͡ʃɑːɾ,"agreement, treaty, pact",உடன்படிக்கை  
ꢱꢥ꣄ꢤꢶ,सन्धि,ஸந்தி4,sandhi,sandhi,sandhi,s̪ən̪d̪ʰɪ,"agreement, treaty, pact",உடன்படிக்கை  
ꢦꢬꢱ꣄ꢦꢬ ꢱꢪ꣄ꢪꢥ꣄ꢣꣁ,परस्पर सम्मन्दा॑,பரஸ்பர ஸம்மந்தொ3,paraspara sammando',paraspara sammandO,paraspara sammandŏ,pəɾəs̪pəɾə s̪əmmən̪d̪o,co - relation,உடனுறவு  
ꢦꢬꢱ꣄ꢦꢬ ꢏꢱ꣄ꢡꢦꢥ꣄,परस्पर आ॑स्तपन,பரஸ்பர ஒஸ்தபன்,paraspara o'stapan,paraspara Ostapan,paraspara ŏstapan,pəɾəs̪pəɾə os̪t̪əpən̪,co - relation,உடனுறவு  
ꢃꢲꢵꢬꢸ ꢮꢶꢩꢵꢔ꣄,आहारु विभाग,ஆஹாரு விபா4க்3,aahaaru vibhaag,AhAru vibhAg,āhāru vibhāg,ɑːɦɑːɾu ʋɪbʰɑːg,food department,உணவுத்துறை  
ꢓꢥꢶ ꢮꢶꢩꢵꢔ꣄,खनिविभाग,க2னி விபா4க்3,khani vibhaag,khani vibhAg,khani vibhāg,kʰən̪ɪ ʋɪbʰɑːg,food department,உணவுத்துறை  
ꢆꢡ꣄ꢡꢬꢮꢵꢣ꣄,उत्तरवाद,உத்தரவாத்3,uttaravaad,uttaravAd,uttaravād,ut̪t̪əɾəʋɑːd̪,guarantee,உத்தரவாதம்  
ꢃꢒ꣄ꢒꢸꢣꣁ,आक्कुtaaq,ஆக்குதொ,aakkudo',AkkudO,ākkudŏ,ɑːkkud̪o,order,உத்தரவு
ꢱꢲꢒꢵꢬ꣄,सहकार,ஸஹகார்,sahakaar,sahakAr,sahakār,s̪əɦəkɑːɾ,aid,உதவி  
ꢱꢲꢵꢮ꣄,सहाव,ஸஹாவ்,sahaav,sahAv,sahāv,s̪əɦɑːʋ,aid,உதவி  
ꢆꢦ ꢪꢥ꣄ꢡꢶꢬꢶ,उप मन्तिरि,உப மந்திரி,upa mantiri,upa mantiri,upa mantiri,upə mən̪t̪ɪɾɪ,assistant minister,உதவி அமைச்சர்   
ꢆꢦ ꢣꢹꢡ ꢥꢶꢮꢵꢱ꣄,उप दूत निवास्,உப தூ4தநிவாஸ்,upa doota nivaas,upa dUta nivAs,upa dūta nivās,upə d̪uːt̪ə n̪ɪʋɑːs̪,consulate,உதவித்தூதரகம்   
ꢮꢿꢡꢥꣁ,वेतना॑,வேதனொ,vetano',vetanO,vetanŏ,ʋeːt̪ən̪o,stipend,உதவிப்பணம்  
ꢆꢦꢶꢬ꣄,उपिर,உபிர்,upir,upir,upir,upɪɾ,surplus,உபரி  
ꢮꢿꢥ꣄,वेन,வேன்,ven,ven,ven,ʋeːn̪,surplus,உபரி  
ꢂꢣ꣄ꢣꢶ,अद्दि,அத்3தி3,addi,addi,addi,əd̪d̪ɪ,surplus,உபரி  
ꢂꢡꢶꢬꢶꢒ꣄ꢡ,अतिरिक्त,அதிரிக்த,atirikta,atirikta,atirikta,ət̪ɪɾɪkt̪ə,surplus,உபரி  
ꢄꢗ꣄ꢗꢵ ꢦꢡ꣄ꢡꢬ꣄,इच्चा पत्तर,இச்சா பத்தர்,ichchaa pattar,iccA pattar,iccā pattar,ɪt͡ʃt͡ʃɑː pət̪t̪əɾ,will,உயில்  
ꢂꢥꢸꢒ꣄ꢛꢵ ꢦꢸꢡ꣄ꢬꣁ,अनुकञा पत्रा॑,அனுக்ஞாபத்ரொ,anuknjaa putro',anukJA putrO,anukñā putrŏ,ən̪ukɲɑː put̪ɾo,licence,உரிமம்  
ꢨꢵꢣ꣄ꢫꣁ,बाद्या॑,பா3த்3யொ,baadyo',bAdyO,bādyŏ,bɑːd̪jo,right,உரிமை  
ꢨꢞ꣄ꢫꢮꢵꢥ꣄,बाद्यवान्,பா3த்3யவான்,bad'yavaan,baDyavAn,baḍyavān,bəɖjəʋɑːn̪,"owner, proprietor",உரிமையாளர்  
ꢙꢸꢥꢡ꣄ꢮꢵꢥ꣄,जुनत्वान,ஜுனத்வான்,junatvaan,junatvAn,junatvān,d͡ʒun̪ət̪ʋɑːn̪,farmer,உழவர்  
ꢓꢿꢡꢶ,खेति,கே2தி,kheti,kheti,kheti,kʰeːt̪ɪ,farmer,உழவர்  
ꢔ꣄ꢬꢲ ꢮꢶꢩꢵꢔ꣄,ग्रह विभाग,க்3ரஹ விபா4க்3,graha vibhaag,graha vibhAg,graha vibhāg,gɾəɦə ʋɪbʰɑːg,home department,உள்துறை  
ꢮꢶꢰꢫ ꢱꢸꢗꢶꢒꣁ,विषयसूचिका॑,விஷய ஸூசிகொ,vishaya suchiko',viSaya sucikO,viṣaya sucikŏ,ʋɪʂəjə s̪ut͡ʃɪko,content,உள்ளடக்கம்  
ꢂꢥ꣄ꢡꢬ꣄ ꢬꢵꢙ꣄ꢙꢶ,अन्तर्राज्जि,அந்தர்ராஜ்ஜி,antar raajji,antar rAjji,antar rājji,ən̪t̪əɾ ɾɑːd͡ʒd͡ʒɪ,local ad ministration,உள்ளாட்சி  
ꢥꢶꢮꢿꢰ꣄ꢫꣁ,निवेष्या॑,நிவேஷ்யொ,niveshyo',niveSyO,niveṣyŏ,n̪ɪʋeːʂjo,input,உள்ளீடு  
ꢆꢡ꣄ꢦꢣ꣄,उत्पद,உத்பத்3,utpad,utpad,utpad,ut̪pəd̪,production,உற்பத்தி  
ꢆꢡ꣄ꢦꢵꢣꢥꣁ,उत्पादना॑,உத்பாத3னொ,utpaadano',utpAdanO,utpādanŏ,ut̪pɑːd̪ən̪o,production,உற்பத்தி  
ꢤꢶꢞꢮꢵꢒ꣄,धिडवाक,தி4ட3வாக்,dhid'avaak,dhiDavAk,dhiḍavāk,d̪ʰɪɖəʋɑːk,oath,உறுதிமொழி  
ꢂꢖ꣄ꢔꢱ꣄ꢢꢸ,अङ्गस्थु,அங்க3ஸ்து2,angasthu,aGgasthu,aṅgasthu,əŋgəs̪t̪ʰu,member,உறுப்பினர்  
ꢱꣁꢪ꣄ꢨꢸꢳꣁ,सोम्बुळा॑,ஸொம்பு3ளொ,so'mbul'o',sOmbuLO,sŏmbul̤ŏ,s̪ombuɭo,"salary, emo luments",ஊதியம்  
ꢮꢾꢡꢥꣁ,वेतना॑,வேதனொ,ve'tano',vEtanO,vĕtanŏ,ʋet̪ən̪o,"salary, emo luments",ஊதியம்  
ꢮꢵꢲꢥꣁ,वाहना॑,வாஹனொ,vaahano',vAhanO,vāhanŏ,ʋɑːɦən̪o,vehicle,ஊர்தி  
ꢙꢵꢥ꣄ꢮꢵꢱ꣄,जान्वास,ஜான்வாஸ்,jaanvaas,jAnvAs,jānvās,d͡ʒɑːn̪ʋɑːs̪,procession,ஊர்வலம்  
ꢱꣂꢩꢵꢫꢵꢡ꣄ꢬꣁ,सोभा यात्रा॑,ஸோபா4 யாத்ரொ,sobhaayaatro',sobhAyAtrO,sobhāyātrŏ,s̪oːbʰɑːjɑːt̪ɾo,procession,ஊர்வலம்  
ꢏꢬꢵꢡ꣄,ओरात,ஒராத்,o'raat,OrAt,ŏrāt,oɾɑːt̪,procession,ஊர்வலம்  
ꢗꢸꢜ꣄ꢜꢸ,चुट्टु,சுட்டு,chut't'u,cuTTu,cuṭṭu,t͡ʃuʈʈu,procession,ஊர்வலம்  
ꢔꢶꢬꢵꢪ꣄ꢫꣁ,गिराम्या॑,க்3ராம்யொ,giraamyo',girAmyO,girāmyŏ,gɪɾɑːmjo,rural,ஊரகம்  
ꢔꢵꢪꢠ꣄ꢗꢥ꣄,गामण्चन्,கா3மண்சன்,gaamanchan,gAmaNcan,gāmaṇcan,gɑːməɳt͡ʃən̪,curfew,ஊரடங்கு  
ꢱꢛ꣄ꢗꢵꢬꢸ ꢥꢰꢿꢤꢥꣁ,सञचारु निषेधना॑,ஸஞ்சாரு நிஷேத4னொ,sanchaaru nashedhano',saJcAru naSedhanO,sañcāru naṣedhanŏ,s̪əɲt͡ʃɑːɾu n̪əʂeːd̪ʰən̪o,curfew,ஊரடங்கு  
ꢦꢠꢖ꣄ꢗꢵꢫꢡ꣄ ꢬꢵꢙ꣄ꢙꢶ,पञ्चायत्राज्जि,பஞ்சாயத் ராஜ்ஜி,panangchaayat raajji,paNaGcAyat rAjji,paṇaṅcāyat rājji,pəɳəŋt͡ʃɑːjət̪ ɾɑːd͡ʒd͡ʒɪ,panchayat,ஊராட்சி  
ꢦꢖ꣄ꢗꢵꢫꢡꢕꢿꢬ꣄,पञ्चायघेर्,பஞ்சாயதுகே4ர்,pangchaayatagher,paGcAyatagher,paṅcāyatagher,pəŋt͡ʃɑːjət̪əgʰeːɾ,panchayat union,ஊராட்சி ஒன்றியம்   
ꢨ꣄ꢬꢰ꣄ꢜꢵꢗꢵꢬ꣄,ब्रष्टाचार,ப்3ரஷ்டாசார்,brasht'aachaar,braSTAcAr,braṣṭācār,bɾəʂʈɑːt͡ʃɑːɾ,corruption,ஊழல்  
ꢪꢭꢶꢥꢵꢗꢵꢬ꣄,मलिनाचार,மலினாசார்,malinaachaar,malinAcAr,malinācār,məlɪn̪ɑːt͡ʃɑːɾ,corruption,ஊழல்  
ꢱꢿꢮꣁ,सेवा॑,ஸேவொ,sevo',sevO,sevŏ,s̪eːʋo,service,ஊழியம்  
ꢱꢿꢮꢒꣁ,सेवका॑,ஸேவகொ,sevako',sevakO,sevakŏ,s̪eːʋəko,servant,ஊழியர்  
ꢱꢿꢮꣁ ꢒꢾꢬ꣄ꢥꢵꢬ꣄,सेवा॑ केर्नार,ஸேவொ கெர்னார்,sevo' ke'rnaar,sevO kErnAr,sevŏ kĕrnār,s̪eːʋo keɾn̪ɑːɾ,servant,ஊழியர்  
ꢱꢖ꣄ꢓ꣄ꢫꢵꢦꣁꢭ꣄ꢒꣁ,सङ्खयापा॑ल्का॑,ஸங்க்2யா பொல்கொ,sankhyaapo'lko',saGkhyApOlkO,saṅkhyāpŏlkŏ,s̪əŋkʰjɑːpolko,number plate,எண்பலகை  
ꢮꢶꢩꢒ꣄ꢰꢸ,विभक्षउ,விப4க்ஷு,vibhakshu,vibhakSu,vibhakṣu,ʋɪbʰəkʂu,opposition party,எதிர்க்கட்சி  
ꢡꣂꢒ꣄ꢱꢥꢶ,दोक्सनि,தோக்ஸனி,toksani,toksani,toksani,t̪oːks̪ən̪ɪ,expectation,எதிர்பார்ப்பு  
ꢦ꣄ꢬꢡꢷꢒ꣄ꢰꣁ,प्रतीक्षो,ப்ரதீக்ஷொ,prateeksho',pratIkSO,pratīkṣŏ,pɾət̪iːkʂo,expectation,எதிர்பார்ப்பு  
ꢦ꣄ꢬꢡꢶꢤ꣄ꢮꢥꢶ,प्रति ध्वनि,ப்ரதி த்4வனி,pratidhvani,pratidhvani,pratidhvani,pɾət̪ɪd̪ʰʋən̪ɪ,echo,எதிரொலி  
ꢦ꣄ꢬꢡꢶꢗꢵꢫꢵ,प्रतिचाया,ப்ரதிஸாயா,pratichaayaa,praticAyA,praticāyā,pɾət̪ɪt͡ʃɑːjɑː,reflection,எதிரொளி  
ꢦ꣄ꢬꢡꢶ ꢨꢶꢪ꣄ꢨꢸ,प्रति बिम्बु,ப்ரதி பி3ம்பு3,prati bimbu,prati bimbu,prati bimbu,pɾət̪ɪ bɪmbu,reflection,எதிரொளி  
ꢍꢒꢵꢤꢶꢦꢡꢶ,एकाधिपति,ஏகாதி4பதி,ekaadhipati,ekAdhipati,ekādhipati,eːkɑːd̪ʰɪpət̪ɪ,autocrat,எதேச்சாதிகாரி  
ꢱ꣄ꢮꢿꢗ꣄ꢗꢵꢗꢵꢬꢶ,स्वेच्चाचारि,ஸ்வேச்சாசாரி,svechchaachaari,sveccAcAri,sveccācāri,s̪ʋeːt͡ʃt͡ʃɑːt͡ʃɑːɾɪ,autocrat,எதேச்சாதிகாரி  
ꢌꢭ꣄ꢔꢾ,एल्ग॑,எல்கெ3,e'lge',ElgE,ĕlgĕ,elge,border,எல்லை  
ꢂꢣ꣄ꢣꢸ,अद्दु,அத்3து3,addu,addu,addu,əd̪d̪u,border,எல்லை  
ꢱꢷꢪꣁ,सीमा॑,ஸீமொ,seemo',sImO,sīmŏ,s̪iːmo,border,எல்லை  
ꢱꢷꢪꢵ ꢡꢾꢔꢸꢬꢵꢭ꣄,सीमा त॑गुराल,ஸீமா தெகு3ரால்,seemaa te'guraal,sImA tEgurAl,sīmā tĕgurāl,s̪iːmɑː t̪eguɾɑːl,border dispute,எல்லைத்தகராறு  
ꢂꢣ꣄ꢣꢸ ꢡꢾꢔꢸꢬꢵꢭ꣄,अद्दु त॑गउराल,அத்3து3 தெகு3ரால்,addu te'guraal,addu tEgurAl,addu tĕgurāl,əd̪d̪u t̪eguɾɑːl,border dispute,எல்லைத்தகராறு  
ꢭꢶꢦꢶꢒꣁ,लिपिका॑,லிபிகொ,lipiko',lipikO,lipikŏ,lɪpɪko,clerk,எழுத்தர்  
ꢔꢸꢪꢱ꣄ꢡꣁ,गुमस्ता॑,கு3மஸ்தொ,gumasto',gumastO,gumastŏ,guməs̪t̪o,clerk,எழுத்தர்  
ꢗꢾꢣꢸꢮꢸ ꢛꢵꢥ꣄,च॑दुवु ञान,செது3வு ஞான்,che'duvu nyaan,cEduvu JAn,cĕduvu ñān,t͡ʃed̪uʋu ɲɑːn̪,literacy,எழுத்தறிவு  
ꢭꢿꢓꢥꢱꢵꢪꢔ꣄ꢬꢶ,लेखन सामग्रि,லேக2ன ஸாமக்3ரி,lekhanasaamagri,lekhanasAmagri,lekhanasāmagri,leːkʰən̪əs̪ɑːməgɾɪ,stationary,எழுதுபொருள்  
ꢭꢿꢓꢮꢱ꣄ꢡꢸ,लेखवस्तु,லேக2வஸ்து,lekhavastu,lekhavastu,lekhavastu,leːkʰəʋəs̪t̪u,stationary,எழுதுபொருள்  
ꢌꢙꢪꢵꢥ꣄,एजमान,எஜமான்,e'jamaan,EjamAn,ĕjamān,ed͡ʒəmɑːn̪,master,எஜமான்  
ꢪꣁꢣ꣄ꢬꢳꢶ,मा॑द्रळि,மொத்3ரளி,mo'dral'i,mOdraLi,mŏdral̤i,mod̪ɾəɭɪ,master,எஜமான்  
ꢱ꣄ꢮꢿꢗ꣄ꢗꢵꢗꢵꢬ꣄,स्वेच्चाचार,ஸ்வேச்சாசார்,svechchaachaar,sveccAcAr,sveccācār,s̪ʋeːt͡ʃt͡ʃɑːt͡ʃɑːɾ,autocracy,ஏகாதிபத்தியம்  
ꢍꢒꢵꢤꢶꢦꢡꢶ,एकाधिपति,ஏகாதி4பதி,ekaadhipati,ekAdhipati,ekādhipati,eːkɑːd̪ʰɪpət̪ɪ,autocrat/ dictator,ஏகாதிபதி / சர்வாதிகாரி
ꢱꢬ꣄ꢮꢵꢡꢶꢒꢵꢬꢶ,सर्वातिकारि,ஸர்வாதிகாரி,sarvaatikaari,sarvAtikAri,sarvātikāri,s̪əɾʋɑːt̪ɪkɑːɾɪ,autocrat/ dictator,ஏகாதிபதி / சர்வாதிகாரி
ꢂꢥꢸꢒ꣄ꢬꢪꣁ,अनुक्रमा॑,அனுக்ரமொ,anukramo',anukramO,anukramŏ,ən̪ukɾəmo,arrangement,ஏற்பாடு  
ꢱ꣄ꢮꢷꢒꢵꢬ꣄,स्वीकार,ஸ்வீகார்,sveekaar,svIkAr,svīkār,s̪ʋiːkɑːɾ,acceptance,ஏற்பு/ஒப்புதல்
ꢂꢖ꣄ꢔꢷꢒꢵꢬ꣄,अङ्गीकार,அங்கீ3கார்,angeekaar,aGgIkAr,aṅgīkār,əŋgiːkɑːɾ,acceptance,ஏற்பு/ஒப்புதல்
ꢏꢦ꣄ꢦꢶꢭ꣄ꢥꢶ,आ॑प्पिल्नि,ஒப்பில்னி,o'ppilni,Oppilni,ŏppilni,oppɪln̪ɪ,acceptance,ஏற்பு/ஒப்புதல்
ꢆꢖ꣄ꢗ ꢓꢵꢭ꣄,उञ्च खाल्,உஞ்ச கா2ல்,ungcha khaal,uGca khAl,uṅca khāl,uŋt͡ʃə kʰɑːl,fluctuation,ஏற்ற இறக்கம்   
ꢲꢶꢖ꣄ꢔꢵꢮ꣄,हिङ्गाव्,ஹிங்கா3வ்,hingaav,hiGgAv,hiṅgāv,ɦɪŋgɑːʋ,export,ஏற்றுமதி  
ꢥꢶꢬ꣄ꢫꢵꢡ꣄,निर्यात,நிர்யாத்,niryaat,niryAt,niryāt,n̪ɪɾjɑːt̪,export,ஏற்றுமதி  
ꢲꢶꢖ꣄ꢔꢵꢜ꣄,हिङ्गाट,ஹிங்கா3ட்,hingaat',hiGgAT,hiṅgāṭ,ɦɪŋgɑːʈ,export,ஏற்றுமதி  
ꢎꢒ꣄ꢫ ꢬꢵꢰ꣄ꢜ꣄ꢬ ꢱꢪ꣄ꢱ꣄ꢡꢵꢥ꣄ ,ऐक्य राष्ट्र सम्स्तान,ஐக்ய ராஷ்ட்ர ஸம்ஸ்தான்,aikya raasht'ra samstaan,aikya rASTra samstAn,aikya rāṣṭra samstān,əɪkjə ɾɑːʂʈɾə s̪əms̪t̪ɑːn̪,United Nations Organisation,ஐக்கிய நாடுகள் சபை    
ꢎꢒ꣄ꢫ ꢂꢔ꣄ꢬꢠꢶ,ईक्य अग्रणि,ஐக்ய அக்3ரணி,aikya agrani,aikya agraNi,aikya agraṇi,əɪkjə əgɾəɳɪ,United Front,ஐக்கிய முன்னணி   
ꢣꣁꢦ꣄ꢦꢵ ꢢꣁꢮ꣄ꢥꢶ,दा॑ब्बि थोव्नि,தொ3ப்3பி3 தொ2வ்னி,do'ppaa tho'vni,dOppA thOvni,dŏppā thŏvni,d̪oppɑː t̪ʰoʋn̪ɪ,adjournment,ஒத்திவைப்பு  
ꢣꣁꢦ꣄ꢦꢵ ꢢꣁꢮ꣄ꢥꢶ,,தொ3ப்3பி3 தொ2வ்னி,do'ppaa tho'vni,dOppA thOvni,dŏppā thŏvni,d̪oppɑː t̪ʰoʋn̪ɪ,adjournment,ஒத்திவைப்பு  
ꢱꢲꢒꢵꢬ꣄,सहकार्,ஸஹகார்,sahakaar,sahakAr,sahakār,s̪əɦəkɑːɾ,co-operation,ஒத்துழைப்பு  
ꢱꢲꢫꣂꢔ꣄,सहयोग,ஸஹயோக்3,sahayog,sahayog,sahayog,s̪əɦəjoːg,co-operation,ஒத்துழைப்பு  
ꢮꢶꢩꢵꢙꢥꣁ,विभाजना॑,விபா4ஜனொ,vibhaajano',vibhAjanO,vibhājanŏ,ʋɪbʰɑːd͡ʒən̪o,allotment,ஒதுக்கீடு  
ꢦꢬꢮꢱꣁ ꢒꢾꢬ꣄ꢥꢶ,परवसा॑ क॑र्नि,பரவஸொ கெர்னி,paravaso' ke'rni,paravasO kErni,paravasŏ kĕrni,pəɾəʋəs̪o keɾn̪ɪ,handover,ஒப்படைப்பு  
ꢏꢦ꣄ꢦꢥ꣄ꢣ ꢱꢹꢗꢥꣁ,आ॑प्पन्द सूचना॑,ஒப்பந்த3ஸூசனொ,o'ppanda soochano',Oppanda sUcanO,ŏppanda sūcanŏ,oppən̪d̪ə s̪uːt͡ʃən̪o,tender,ஒப்பந்தப்புள்ளி  
ꢏꢦ꣄ꢦꢥ꣄ꢣꢪ꣄,आ॑प्पन्दम,ஒப்பந்த3ம்  ,o'ppandam,Oppandam,ŏppandam,oppən̪d̪əm,contract,ஒப்பந்தம்  
ꢲꢵꢡꢸ ꢂꢒ꣄ꢰꢬ꣄,हातु अक्षर,ஹாது அக்ஷர்,haatu akshar,hAtu akSar,hātu akṣar,ɦɑːt̪u əkʂəɾ,signature,ஒப்பு  
ꢱ꣄ꢮꢷꢒꢬ꣄ꢥꢶ,स्वीकर्नि,ஸ்வீகர்னி,sveekarni,svIkarni,svīkarni,s̪ʋiːkəɾn̪ɪ,acknowledge ment,ஒப்புகை  
ꢦ꣄ꢬꢵꢦ꣄ꢡꢶ ꢱꢖ꣄ꢔꢶꢥꢶ,प्राप्ति सङ्गिनि,ப்ராப்தி ஸங்கி3னி,praapti sangini,prApti saGgini,prāpti saṅgini,pɾɑːpt̪ɪ s̪əŋgɪn̪ɪ,acknowledge ment,ஒப்புகை  
ꢏꢦ꣄ꢦꢶꢭ꣄ꢥꢶ,आ॑प्पिल्नि,ஒப்பில்னி,o'ppilni,Oppilni,ŏppilni,oppɪln̪ɪ,acceptance,ஒப்புதல்
ꢭꢿꢡꢥꢶ,लेतनि,லோதனி,letani,letani,letani,leːt̪ən̪ɪ,surrender,ஒப்புவிப்பு
ꢎꢒ꣄ꢫ ꢩꢵꢮꢥꣁ,ऐक्यभावना॑,ஐக்ய பா4வனொ,aikya bhaavano',aikya bhAvanO,aikya bhāvanŏ,əɪkjə bʰɑːʋən̪o,integration,ஒருமைப்பாடு  
ꢥꢶꢫꢪꣁ,नियमा॑,நியமொ,niyamo',niyamO,niyamŏ,n̪ɪjəmo,regulation,ஒழுங்குமுறை  
ꢤꣁꢥꢶꢥꢾꢬ꣄ꢦꢶꢥꢶ,धा॑नि न॑र्पिनि,தொ4னிநெர்பினி,dho'nine'rpini,dhOninErpini,dhŏninĕrpini,d̪ʰon̪ɪn̪eɾpɪn̪ɪ,broad casting,ஒலிபரப்பு  
ꢤꣁꢥꢶ ꢦ꣄ꢬꢱꢵꢬ꣄,धा॑नि प्रसार,தொ4னி ப்ரஸார்,dho'ni prasaar,dhOni prasAr,dhŏni prasār,d̪ʰon̪ɪ pɾəs̪ɑːɾ,broad casting,ஒலிபரப்பு  
ꢬꢹꢦꢸ ꢥꢾꢬ꣄ꢦꢶꢥꢶ,रूपु न॑र्पिनि,ரூபுநெர்பினி,roopu ne'rpini,rUpu nErpini,rūpu nĕrpini,ɾuːpu n̪eɾpɪn̪ɪ,telecasting,ஒளிபரப்பு  
ꢬꢹꢦꢸ ꢦ꣄ꢬꢱꢵꢬ꣄,रूपु प्रसार,ரூபு ப்ரஸார்,roopu prasaar,rUpu prasAr,rūpu prasār,ɾuːpu pɾəs̪ɑːɾ,telecasting,ஒளிபரப்பு  
ꢭꢸꢔ꣄ꢙꢵꢥꢶ,लुगञानि,லுக்ஜானி,lugjaani,lugjAni,lugjāni,lugd͡ʒɑːn̪ɪ,spy,ஒற்றன்  
ꢔꢸꢦ꣄ꢡꢗꢵꢬꢶ,गुप्तचारि,கு3ப்தசாரி,guptachaari,guptacAri,guptacāri,gupt̪ət͡ʃɑːɾɪ,spy,ஒற்றன்  
ꢔꢸꢦ꣄ꢡꣁ,गुप्ता॑,கு3ப்தொ,gupto',guptO,guptŏ,gupt̪o,spy,ஒற்றன்  
ꢔꢸꢞꢵꢗꢵꢬꢶ,गुडाचारि,கு3டா3சாரி,gud'aachaari,guDAcAri,guḍācāri,guɖɑːt͡ʃɑːɾɪ,spy,ஒற்றன்  
ꢒꢸꢣ꣄ꢮꣁ,कुट्रा॑,குட்ரொ,kudvo',kudvO,kudvŏ,kud̪ʋo,mortgage,ஒற்றி
ꢗꢖ꣄ꢔꢪ꣄,चङ्गम्,ஸங்க3ம்,changam,caGgam,caṅgam,t͡ʃəŋgəm,union,ஒன்றியம்  
ꢮꢵꢒ꣄,वाक्,வோட்,vaak,vAk,vāk,ʋɑːk,vote,ஓட்டு  
ꢪꢡꢣꢵꢥ꣄,मतदान,மததா3ன்,matadaan,matadAn,matadān,mət̪əd̪ɑːn̪,vote,ஓட்டு  
ꢮꢵꢔ꣄ꢣꢵꢥ꣄,वाग्दान,வாக்3தா3ன்,vaagdaan,vAgdAn,vāgdān,ʋɑːgd̪ɑːn̪,vote,ஓட்டு  
ꢮꢵꢒ꣄ ꢨꢵꢡ꣄ꢫꣁ,वाक्बात्या॑,வாக்பா3த்யொ,vaak baatyo',vAk bAtyO,vāk bātyŏ,ʋɑːk bɑːt̪jo,franchise,ஓட்டுரிமை  
ꢮꢶꢱ꣄ꢬꢵꢥ꣄ꢡꢶ,विस्रान्ति,விஸ்ராந்தி,visraanti,visrAnti,visrānti,ʋɪs̪ɾɑːn̪t̪ɪ,retiring,ஓய்வூ பெறுதல்  
ꢮꢶꢬꢡꢶ,विरति,விரதி,virati,virati,virati,ʋɪɾət̪ɪ,retiring,ஓய்வூ பெறுதல்  
ꢒꢒ꣄ꢰꢶ,कक्षि,கக்ஷி,kakshi,kakSi,kakṣi,kəkʂɪ,party,கட்சி  
