Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢪꢾꢖ꣄ꢔꢶ,म॑ङ्गि,மெங்கி3,me'ngi,mEGgi,mĕṅgi,meŋgɪ,be attracted,சொக்கு
ꢨꣁꢜ꣄ꢜꢸ ꢦꣂꢜ꣄,बा॑ट्टुपोट्,பொ3ட்டுபோட்,bo't't'u pot',bOTTu poT,bŏṭṭu poṭ,boʈʈu poːʈ,drop,சொட்டு
ꢗꢶꢞꢸꢒ꣄ꢒꢸ ꢡꢵꢫ꣄,चिडुक्कु ताय्,சிடு3க்குதாய்,chid'ukku taay,ciDukku tAy,ciḍukku tāy,t͡ʃɪɖukku t̪ɑːj,crack the finger,சொடக்கு
ꢧꢸꢭꢸ ꢦꣁꢮ꣄ꢱ꣄ꢦꣂꢜ꣄,फूलुपा॑व्स्पोट,பூ2லு பொவ்ஸ்போட்,phulu po'vspot',phulu pOvspoT,phulu pŏvspoṭ,pʰulu poʋs̪poːʈ,rain down,சொரி
ꢡꢸꢬꢵꢜ꣄,तुराट्,துராட்,turaat',turAT,turāṭ,t̪uɾɑːʈ,put in/insert,சொருகு
ꢡꢾꢜ꣄ꢜꢸ ꢪꢸꢜ꣄ꢜꢶ,त॑ट्टुमुट्टि,தெட்டுமுட்டி,te't't'u mut't'i,tETTu muTTi,tĕṭṭu muṭṭi,t̪eʈʈu muʈʈɪ,be deranged,தடுமாறு
ꢡꢾꢠ꣄ꢞꢥꣁ ꢣꢿ,त॑ण्डना॓ दे,தெ3ண்ட3னொதே3,te'nd'ano' de,tENDanO de,tĕṇḍanŏ de,t̪eɳɖən̪o d̪eː,punish,தண்டி
ꢂꢠ꣄ꢗꢫꢶ ꢬꢴꢵ,अण्चयि र्हा,அண்சயி ரா:,anchayi rhaa,aNcayi rhA,aṇcayi rhā,əɳt͡ʃəjɪ ɾɦɑː,reduce,தணி
ꢂꢠ꣄ꢗꢶ,अण्चि,அண்சி,anchi,aNci,aṇci,əɳt͡ʃɪ,reduce,தணி
ꢡꢾꢡ꣄ꢡꢳꢶꢛ꣄ꢗꢶ,त॑त्तळिञ्चि,தெத்தளிஞ்சி,te'ttal'inchi,tEttaLiJci,tĕttal̤iñci,t̪et̪t̪əɭɪɲt͡ʃɪ,struggle for life,தத்தளி
ꢡꢾꢭ꣄ꢒꢶ,त॑ल्कि,தெல்கி,te'lki,tElki,tĕlki,t̪elkɪ,overflow,ததும்பு
ꢡꣁꢨꢸꢛ꣄ꢗꢵꢜ꣄,ता॑बुञ्चाट,தொபு3ஞ்சாட்,to'bunchaat',tObuJcAT,tŏbuñcāṭ,t̪obuɲt͡ʃɑːʈ,Make one escape,தப்பி
ꢡꣁꢨꢸꢛ꣄ꢗꢶ,ता॑बिञ्चि,தொபி3ஞ்சி,to'bunchi,tObuJci,tŏbuñci,t̪obuɲt͡ʃɪ,escape,தப்பு
ꢦꢥ꣄ꢪꢭ꣄ꢒꢾ ꢦꣂꢜ꣄,पन्मल्क॑ पोट,பன்மல்கெ போட்,panmalke' pot',panmalkE poT,panmalkĕ poṭ,pən̪məlke poːʈ,hesitate,தயங்கு
ꢦꢱ꣄ꢡꣁꢒ꣄ꢒꢶ,पस्ता॑क्कि,பஸ்தொக்கி,pasto'kki,pastOkki,pastŏkki,pəs̪t̪okkɪ,hesitate,தயங்கு
ꢕꢭ꣄ꢭꢾ,घल्ले,க4ல்லே,ghalle',ghallE,ghallĕ,gʰəlle,wear,தரி
ꢣꢬ꣄ꢰꢠꣁ ꢒꢿꢬ꣄,दर्षणा॑ केर,த3ர்ஷணொகேர்,darshano' ker,darSaNO ker,darṣaṇŏ ker,d̪əɾʂəɳo keːɾ,see,தரிசி
ꢮꢶꢮꢵꢡ꣄ ꢒꢿꢬ꣄,विवात्केर्,விவாத்3கேர்,vivaat ker,vivAt ker,vivāt ker,ʋɪʋɑːt̪ keːɾ,argue,தருக்கி
ꢨꣁꢮꢥ꣄ ꢤꢜ꣄ꢞꢾ,बोवन्धट्डे,பொ3வன்த4ட்டே3,bo'van dhat'd'e',bOvan dhaTDE,bŏvan dhaṭḍĕ,boʋən̪ d̪ʰəʈɖe,fetch,தருவி
ꢣꣁꢨ꣄ꢨꢶ,दा॑ब्बि,தொ3ப்3பி3,do'bbi,dObbi,dŏbbi,d̪obbɪ,push,தள்ளு
ꢕꣁꢠꢖ꣄ꢒꣁꢠꢵꢫ꣄ ꢒꢿꢬ꣄,घोणङ्कोणाय् केर,கொ4ணங்கொணாய்கேர்,gho'nanko'naay ker,ghONaGkONAy ker,ghŏṇaṅkŏṇāy ker,gʰoɳəŋkoɳɑːj keːɾ,crawl,தவழ்
ꢏꢞ꣄ꢙꢵ,आ॑ड्जा,ஒட்3ஜா,o'd'jaa,ODjA,ŏḍjā,oɖd͡ʒɑː,fail,தவறு
ꢂꢭ꣄ꢭꢵꢜ꣄,अल्लाट्,அல்லாட்,allaat',allAT,allāṭ,əllɑːʈ,be distressed,தவி
ꢥꢴꢷꢡ꣄ꢡꣁ ꢲꣁꢮꢵꢜ꣄,न्हीत्ता॑ हा॑वाट,நீ:த்தொஹொவாட்,nheetto' ho'vaat',nhIttO hOvAT,nhīttŏ hŏvāṭ,n̪ɦiːt̪t̪o ɦoʋɑːʈ,avoid,தவிர்
ꢔꣁꢳ ꢔꣁꢳꢵꢜ꣄,गा॑ळ्गा॓ळाट्,கொ3ளகொ3ளாட்,go'l'a go'l'aat',gOLa gOLAT,gŏl̤a gŏl̤āṭ,goɭə goɭɑːʈ,"stammer from joy, love, etc.",தழுதழு
ꢙꣁꢭꢶꢛ꣄ꢗꢶ,जा॑लिञ्चि,ஜொலிஞ்சி,jo'linchi,jOliJci,jŏliñci,d͡ʒolɪɲt͡ʃɪ,"dazzle, glitter",சொலி
ꢓꢮ꣄ꢙꢶ,खव्जि,க2வ்ஜி,khavji,khavji,khavji,kʰəʋd͡ʒɪ,scratch,சொறி
ꢦꢬꢷꢒ꣄ꢰꣁ ꢒꢿꢬ꣄,परीक्षो केर्,பரீக்ஷொகேர்,pareeksho' ker,parIkSO ker,parīkṣŏ ker,pəɾiːkʂo keːɾ,test,சோதி
ꢗꣁꢒ꣄ꢒꢜ꣄ ꢲꣁ,चा॓क्कट हो,சொக்கட் ஹோ,cho'kkat' ho',cOkkaT hO,cŏkkaṭ hŏ,t͡ʃokkəʈ ɦo,be good,சோபி
ꢱꢾꢥ꣄ꢡꢶ,स॑न्ति,ஸெந்தி,se'nti,sEnti,sĕnti,s̪en̪t̪ɪ,arrange,சோடி
ꢯꢷꢥ꣄ ꢭꢒꢫ꣄ꢭꢾ,शीन्लकय्ले,ஶீன்லக3ய்லே,sheen lakayle',zIn lakaylE,śīn lakaylĕ,ʃiːn̪ ləkəjle,become tired,சோர்
ꢧꢸꢜ꣄ꢜꢶ ꢦꣂꢜ꣄,फुट्टि पोट,பு2ட்டி போட்,phut't'i pot',phuTTi poT,phuṭṭi poṭ,pʰuʈʈɪ poːʈ,collapse,தகர்
ꢤ꣄ꢮꢪ꣄ꢯꢸ ꢲꣂ,धवम्शु हो,த்4வம்ஶு ஹோ,dhvamshu ho,dhvamzu ho,dhvamśu ho,d̪ʰʋəmʃu ɦoː,collapse,தகர்
ꢩꣁꢞꢶꢡꢵꢫ꣄,फा॑डिताय्,பொ2டி3தாய்,bho'd'itaay,bhODitAy,bhŏḍitāy,bʰoɖɪt̪ɑːj,demolish,தகர்
ꢩꣁꢔ ꢩꣁꢔꢫꢶ ꢬꢴꢵ,भा॑ग भा॑गयि र्हा,பொ4க3பொ4க3யி ரா:,bho'ga bho'gayi rhaa,bhOga bhOgayi rhA,bhŏga bhŏgayi rhā,bʰogə bʰogəjɪ ɾɦɑː,sizzle,தகி
ꢡꢦꢫꢶ ꢬꢴꢵ,तपयि र्हा,தபயி ரா:,tapayi rhaa,tapayi rhA,tapayi rhā,t̪əpəjɪ ɾɦɑː,sizzle,தகி
ꢡꢦꢫꢶ ꢬꢴꢵ,तपयि र्हा,,tapayi rhaa,tapayi rhA,tapayi rhā,t̪əpəjɪ ɾɦɑː,sizzle,தகி
ꢬꢴꢷꢭꢿ,र्हीले,ரீ:லே,rheele,rhIle,rhīle,ɾɦiːleː,stay,தங்கு
ꢬꢴꢾꢫ꣄ꢭꢿ,र्ह॑य्ले,ரெ:ய்லே,rhe'yle,rhEyle,rhĕyle,ɾɦejleː,stay,தங்கு
ꢬꢴꢵ,र्हा,ரா:,rhaa,rhA,rhā,ɾɦɑː,stay,தங்கு
ꢡꢾꢜ꣄ꢜꢶ,त॑ट्टि,தெட்டி,te't't'i,tETTi,tĕṭṭi,t̪eʈʈɪ,knock,தட்டு
ꢭꢵꢮ꣄,लाव्,லாவ்,laav,lAv,lāv,lɑːʋ,smear,தடவு
ꢧꢸꢔ꣄ꢔꢶ,फुग्गि,பு2க்3கி3,phuggi,phuggi,phuggi,pʰuggɪ,swell,தடி
ꢂꢮ꣄ꢞꣂꢦꣁꢜ꣄,अव्डा॑ पोट हिब्बाट,அவ்டொ3போட்,avd'opo't',avDopOT,avḍopŏṭ,əʋɖoːpoʈ,obstruct,தடு
ꢲꢶꢨ꣄ꢨꢵꢞ꣄,अव्डा॑ पोट हिब्बाट,ஹிப்3பா3ட்3,hibbaad',hibbAD,hibbāḍ,ɦɪbbɑːɖ,obstruct,தடு
ꢡꢾꢭ꣄ꢒꢫꢶ ꢙꢵ,त॑ल्कयि जा,தெல்கயி ஜா,te'lkayi jaa,tElkayi jA,tĕlkayi jā,t̪elkəjɪ d͡ʒɑː,overflow,தளும்பு
ꢒꢨꢶꢭꢿ,कबिले,கபி3லே,kabile,kabile,kabile,kəbɪleː,embrace,தழுவு
ꢃꢭꢶꢖ꣄ꢔꢥꣁ ꢒꢿꢬ꣄,आलिङ्गना॑ केर,ஆலிங்க3னொ கேர்,aalingano' ker,AliGganO ker,āliṅganŏ ker,ɑːlɪŋgən̪o keːɾ,embrace,தழுவு
ꢦꣁꢜꢭꢶ ꢩꢥ꣄ꢣꢶꢭꢿ,पा॑टलि भन्दिले,பொடலி ப4ந்தி3லே,po't'ali bhandile,pOTali bhandile,pŏṭali bhandile,poʈəlɪ bʰən̪d̪ɪleː,embrace,தழுவு
ꢗꢸꢨꢶꢜ꣄ꢗꢸꢒꢥ꣄ ꢬꢴꢵ,चुबिट्चुकन् र्हा,சுபி3ட்சுகன் ரா:,chubit'chukan rhaa,cubiTcukan rhA,cubiṭcukan rhā,t͡ʃubɪʈt͡ʃukən̪ ɾɦɑː,flourish,தழை
ꢣꣁꢨ꣄ꢨꢶ,दा॑ब्बि,தொ3ப்3பி3,do'bbi,dObbi,dŏbbi,d̪obbɪ,push,தள்ளு
ꢙꣁꢭꢶꢛ꣄ꢗꢶ,जा॑लिञ्चि,ஜொலிஞ்சி,jo'linchi,jOliJci,jŏliñci,d͡ʒolɪɲt͡ʃɪ,shine,தளதள
ꢤꢶꢭ꣄ꢭꣁ ꢦꣂꢜ꣄,धिल्ला॓ पोट्,தி4ல்லொபோட்,dhillo' pot',dhillO poT,dhillŏ poṭ,d̪ʰɪllo poːʈ,get loose,தளர்
ꢤꢶꢭ꣄ꢭꣁ ꢒꢿꢬ꣄,धिल्ला॓ केर्,தி4ல்லொகேர்,dhillo' ker,dhillO ker,dhillŏ ker,d̪ʰɪllo keːɾ,loosen,தளர்த்து
ꢗꢶꢒꢸꢥ꣄,चिकुर,சிகுர்,chikun,cikun,cikun,t͡ʃɪkun̪,sprout out,தளிர்
ꢪꢸꢒꢸꢬ꣄,मुकुर्,முகுர்,mukur,mukur,mukur,mukuɾ,sprout out,தளிர்
ꢂꢖ꣄ꢒꢸꢬ꣄,अङ्कुर,அங்குர்,ankur,aGkur,aṅkur,əŋkuɾ,sprout out,தளிர்
ꢗꢾꢒ꣄ꢒꢶ,च॑क्कि,செக்கி,che'kki,cEkki,cĕkki,t͡ʃekkɪ,cut,தறி
ꢏꢠ꣄ꢜꢶꢒꢥ꣄ ꢬꢴꢵ,आ॑ण्टिकन र्हा,ஒண்டிகன்ரா:,o'nt'ikan rhaa,ONTikan rhA,ŏṇṭikan rhā,oɳʈɪkən̪ ɾɦɑː,be alone,தனி
ꢣꢿ,दे,தே3,de,de,de,d̪eː,give,தா
ꢲꢵꢥ꣄,हान्,ஹான்,haan,hAn,hān,ɦɑːn̪,attack,தாக்கு
ꢕꢵꢪ꣄ ꢡꢵꢫ꣄,घाम्ताय,கா4ம்தாய்,ghaam taay,ghAm tAy,ghām tāy,gʰɑːm t̪ɑːj,attack,தாக்கு
ꢃꢒ꣄ꢬꢪꢥꣁ ꢒꢿꢬ꣄,आक्रमना॑ केर,ஆக்ரமனொ கேர்,aakramano' ker,AkramanO ker,ākramanŏ ker,ɑːkɾəmən̪o keːɾ,attack,தாக்கு
ꢱꢮꢥ꣄ꢒꢾꢬ꣄ꢭꢿ,सवन्क॑र्ले,ஸவன்கெர்லே,savanke'rle,savankErle,savankĕrle,s̪əʋən̪keɾleː,bear,தாங்கு
ꢮꢲꢶꢭꢾ,वहिले,வஹிலே,vahile',vahilE,vahilĕ,ʋəɦɪle,bear,தாங்கு
ꢣꢵꢜ꣄,दाट,தா3ட்,daat',dAT,dāṭ,d̪ɑːʈ,cross,தாண்டு
ꢬꢴꢒ꣄ꢒꢶ,र्हक्कि,ர:க்கி,rhakki,rhakki,rhakki,ɾɦəkkɪ,Wait,தாமசி
ꢡꢪꢱ꣄ꢒꢿꢬ꣄,तमस्केर,தமஸ் கேர்,tamasker,tamasker,tamasker,t̪əməs̪keːɾ,Wait,தாமசி
ꢱ꣄ꢢꢶꢬꣁ ꢒꢿꢬ꣄,स्थिरा॓ केर,ஸ்தி2ரொ கேர்,sthiro' ker,sthirO ker,sthirŏ ker,s̪t̪ʰɪɾo keːɾ,Wait,தாமசி
ꢡꢪꢱ꣄ꢒꢿꢬ꣄,तमस्केर,தமஸ் கேர்,tamasker,tamasker,tamasker,t̪əməs̪keːɾ,delay,தாமதி
ꢆꢭ꣄ꢭꢖ꣄ꢔꢶ,उल्लङ्गि,உல்லங்கி3,ullangi,ullaGgi,ullaṅgi,ulləŋgɪ,leap,தாவு
ꢚꢵꢖ꣄ꢔꢶ,झाङ्गि,ஜா2ங்கி3,jhaangi,jhAGgi,jhāṅgi,d͡ʒʰɑːŋgɪ,leap,தாவு
ꢓꢵꢭ꣄ꢙꢵ,खाल्जा,கா2ல் ஜா,khaaljaa,khAljA,khāljā,kʰɑːld͡ʒɑː,become low,தாழ்
ꢓꢵꢭ꣄ꢒꢿꢬ꣄,खाल्केर्,கா2ல்கேர்,khaalker,khAlker,khālker,kʰɑːlkeːɾ,lower,தாழ்த்து
ꢧꣁꢠ꣄ꢠꢶ ꢣꢾ,फा॑ण्णि दे,பொ2ண்ணி தே3,pho'nni de',phONNi dE,phŏṇṇi dĕ,pʰoɳɳɪ d̪e,seasoning,தாளி
ꢡꢶꢒ꣄ꢒꢶ ꢮꢡ꣄ꢡꣁ ꢒꢿꢬ꣄,तिक्कि वत्ता॑ केर,திக்கி வத்தொ கேர்,tikki vatto' ker,tikki vattO ker,tikki vattŏ ker,t̪ɪkkɪ ʋət̪t̪o keːɾ,stammer,திக்கு
ꢓ꣄ꢫꢵꢣꢶ ꢦꣁꢥ꣄ꢣꢶ,ख्यादि पा॑न्दि,க்2யாதி3 பொந்தி3,khyaadi po'ndi,khyAdi pOndi,khyādi pŏndi,kʰjɑːd̪ɪ pon̪d̪ɪ,to become famous,திகழ்
ꢒꢷꢬ꣄ꢡꢶ ꢦꣁꢥ꣄ꢣꢶ,कीर्ति पा॑न्दि,கீர்தி பொந்தி3,keerti po'ndi,kIrti pOndi,kīrti pŏndi,kiːɾt̪ɪ pon̪d̪ɪ,to become famous,திகழ்
ꢨꢾꢣꢶꢬ꣄,ब॑दिर,பெ3தி3ர்,be'dir,bEdir,bĕdir,bed̪ɪɾ,stun,திகை
ꢔꢵꢭ꣄ꢞꢾ,गाल्डे,கா3ள்டே3,gaald'e',gAlDE,gālḍĕ,gɑːlɖe,scold,திட்டு
ꢨꢾꢣꢶꢬ꣄,ब॑दिर,பெ3தி3ர்,be'dir,bEdir,bĕdir,bed̪ɪɾ,Be astonished,திடுக்கிடு
ꢂꢭ ꣄ꢦꣁꢥ꣄ꢣꢶ,अल पा॑न्दि,அல்பொந்தி3,ala po'ndi,ala pOndi,ala pŏndi,ələ pon̪d̪ɪ,Be at a loss,திண்டாடு
ꢲꢸꢨ꣄ꢨꢱ꣄,हुब्बस,ஹுப்3ப3ஸ்,hubbas,hubbas,hubbas,ɦubbəs̪,be choked,திணறு
ꢡꢶꢠ꣄ꢗꢶ,तिण्चि,திண்சி,tinchi,tiNci,tiṇci,t̪ɪɳt͡ʃɪ,stuff,திணி
ꢩꣁꢬ꣄ꢮꢶ,भा॑र्वि,பொ4ர்வி,bho'rvi,bhOrvi,bhŏrvi,bʰoɾʋɪ,stuff,திணி
ꢔꢸꢳ꣄ꢳꢾ ꢲꢵꣂ,गुळ्ळ॑ हो,கு3ள்ளெ ஹோ,gul'l'e' haao,guLLE hAo,gul̤l̤ĕ hāo,guɭɭe ɦɑːoː,be sweet,தித்தி
ꢧꢶꢬ꣄ꢮꢶ,फिव्रि,பி2ர்வி,phirvi,phirvi,phirvi,pʰɪɾʋɪ,turn,திருப்பு
ꢧꢶꢬ꣄,फीर,பீ2ர்,phir,phir,phir,pʰɪɾ,turn,திரும்பு
ꢤ꣄ꢫꢥ꣄ ꢒꢿꢬ꣄꣄,ध्यान्केर्,த்4யான் கேர்,dhyan ker,dhyan ker,dhyan ker,d̪ʰjən̪ keːɾ,meditate,தியானி
ꢧꢶꢬ꣄ꢮꢶ,फिर्वि,பி2ர்வி,phirvi,phirvi,phirvi,pʰɪɾʋɪ,turn,திருக்கு
ꢧꢶꢬ꣄ꢮꢶ,फिर्वि,பி2ர்வி,phirvi,phirvi,phirvi,pʰɪɾʋɪ,turn,திருகு
ꢐꢒ꣄ ꢒꢿꢬ꣄,आ॑क केर,ஓக் கேர்,ok ker,ok ker,ok ker,oːk keːɾ,collect,திரட்டு
ꢙꢾꢡꣁ ꢒꢿꢬ꣄,ज॑ता॑ केर,ஜெதொ கேர்,je'to' ker,jEtO ker,jĕtŏ ker,d͡ʒet̪o keːɾ,collect,திரட்டு
ꢔꢸꢪ꣄ꢦꢶ,गुम्पि,கு3ம்பி,gumpi,gumpi,gumpi,gumpɪ,collect,திரட்டு
ꢦꢷꢳ꣄,पीळ्,பீள்,peel',pIL,pīl̤,piːɭ,twist,திரி
ꢱꢾꢬ꣄ꢒꣁ ꢒꢿꢬ꣄,सेर्का॑ केर,ஸெர்கொ கேர்,se'rko' ker,sErkO ker,sĕrkŏ ker,s̪eɾko keːɾ,correct,திருத்து
ꢱꢾꢬ꣄ꢒꣁ ꢲꣂ,सेर्का॑ हो,ஸெர்கொ ஹோ,se'rko' ho,sErkO ho,sĕrkŏ ho,s̪eɾko ɦoː,correct,திருந்து
ꢱꣁꢪ꣄ꢦꢶ,सा॑म्पि,ஸொம்பி,so'mpi,sOmpi,sŏmpi,s̪ompɪ,to become very happy,திளை
ꢱꢥ꣄ꢡꢸꢰ꣄ꢜꢶ,सन्तुष्टि,ஸந்துஷ்டி,santusht'i,santuSTi,santuṣṭi,s̪ən̪t̪uʂʈɪ,to become very happy,திளை
ꢲꢸꢔꢸꢞ꣄,हुगुड,ஹுகு3ட்3,hugud',huguD,huguḍ,ɦuguɖ,open,திற
ꢓꢵ,खा,கா2,khaa,khA,khā,kʰɑː,eat tiffin,தின்
ꢗꢶꢡ꣄ꢬꢸ ꢒꢿꢬ꣄,चित्रु केर,சித்ரு கேர்,chitru ker,citru ker,citru ker,t͡ʃɪt̪ɾu keːɾ,"paint, sharpen",தீட்டு
ꢤꢿꢬ꣄,धेर्,தே4ர்,dher,dher,dher,d̪ʰeːɾ,touch,தீண்டு
ꢙꢭꢵꢜ꣄,जलाट,ஜளாட்,jalaat',jalAT,jalāṭ,d͡ʒəlɑːʈ,burn,தீய
ꢡꢶꢬꢫꢶ ꢙꢵ,तिरयि जा,திரயி ஜா,tirayi jaa,tirayi jA,tirayi jā,t̪ɪɾəjɪ d͡ʒɑː,finish,தீர்
ꢡꢶꢬ꣄ꢗꢶ,तिर्चि,திர்சி,tirchi,tirci,tirci,t̪ɪɾt͡ʃɪ,finish,தீர்
ꢡꢶꢬ꣄ꢪꢵꢥ꣄ ꢒꢾꢬ꣄,तिर्मान्केर्,திர்மான்கேர்,tirmaan ke'r,tirmAn kEr,tirmān kĕr,t̪ɪɾmɑːn̪ keɾ,decide,தீர்மானி
ꢪꢾꢬ꣄ꢦꢸꢭ꣄ ꢒꢿꢬ꣄,म॑र्पुल केर,மெர்புல் கேர்,me'rpul ker,mErpul ker,mĕrpul ker,meɾpul keːɾ,polish,தீற்று
ꢥꢶꢛ꣄ꢗꢶ,निञ्जि,நிஞ்ஜி,ninchi,niJci,niñci,n̪ɪɲt͡ʃɪ,sleep,துஞ்சு
ꢲꣁꢖ꣄ꢔꢸ ꢂꢮꢞ꣄ꢳꢿ,होङ्गु अवड्ळ॑,ஹோங்கு3 அவட்3ளே,ho'ngu avad'l'e,hOGgu avaDLe,hŏṅgu avaḍl̤e,ɦoŋgu əʋəɖɭeː,sleep,துஞ்சு
ꢲꢬꢸꢪ꣄ꢨꢪ꣄ꢒꢾꢬ꣄,हरुम्बम्केर्,ஹரும்ப3ம்கேர்,harumbamke'r,harumbamkEr,harumbamkĕr,ɦəɾumbəmkeɾ,begin,துடக்கு
ꢲꢬꢸꢪ꣄ꢨꢪ꣄ ꢲꣂ,हरुम्बम्हो,ஹரும்ப3ம்ஹோ,harumbam ho,harumbam ho,harumbam ho,ɦəɾumbəm ɦoː,begin,துடங்கு
ꢔꢸꢠ꣄ꢞꢾ ꢲꢭ꣄ꢭꢶ,गुण्डे हल्लि,கு3ண்டெ3 ஹல்லி,gund'e' halli,guNDE halli,guṇḍĕ halli,guɳɖe ɦəllɪ,beat,துடி
ꢦꣁꢱ꣄,पोस्,போஸ்,po's,pOs,pŏs,pos̪,wipe,துடை
ꢒꢸꢜ꣄ꢒꣁ ꢒꢾꢬ꣄,कुट्का॑केर्,குட்கொகேர்,kut'ko' ke'r,kuTkO kEr,kuṭkŏ kĕr,kuʈko keɾ,make pieces,துண்டி
ꢤꣀꢬ꣄ꢫꢸ ꢦꣁꢥ꣄ꢣꢶ,धैर्युपा॑न्दि,தை4ர்யு பொந்தி3,dhairyu po'ndi,dhairyu pOndi,dhairyu pŏndi,d̪ʰəɪɾju pon̪d̪ɪ,Dare/ make bold,துணி
ꢥꢹꢮ꣄,नूव,நூவ்,noov,nUv,nūv,n̪uːʋ,praise,துதி
ꢯ꣄꣄ꢭꢵꢕꢠꣁ ꢒꢿꢬ꣄,श्लाघणा॑ केर,ஶ்லாக4ணொ கேர்,shlaaghano' ker,zlAghaNO ker,ślāghaṇŏ ker,ʃlɑːgʰəɳo keːɾ,praise,துதி
ꢯ꣄꣄ꢭꢵꢕꢠꣁ ꢒꢿꢬ꣄,श्लाघणा॑ केर,,shlaaghano' ker,zlAghaNO ker,ślāghaṇŏ ker,ʃlɑːgʰəɳo keːɾ,praise,துதி
ꢢꢹꢮ꣄,थूव्,தூ2வ்,thoov,thUv,thūv,t̪ʰuːʋ,spit,துப்பு
ꢱꢶꢔꢶꢬ꣄,सिगिर्,ஸிகி3ர்,sigir,sigir,sigir,s̪ɪgɪɾ,sneeze,தும்மு
ꢡꢾꢬ꣄ꢪꢶ,त॑र्मि,தெர்மி,te'rmi,tErmi,tĕrmi,t̪eɾmɪ,chase,துரத்து
ꢤꢪꢵꢜ꣄,धमाट,த4மாட்,dhamaat',dhamAT,dhamāṭ,d̪ʰəmɑːʈ,chase,துரத்து
ꢩꢬꢵꢜ꣄ ꢂꢮꢵꢜ꣄,भराट अवाट,ப4ராட் அவாட்,bharaat' avaat',bharAT avAT,bharāṭ avāṭ,bʰəɾɑːʈ əʋɑːʈ,Show forth,துருத்து
ꢡꢸꢬ꣄ꢒꢶ,तुर्कि,துர்கி,turki,turki,turki,t̪uɾkɪ,scrape,துருவு
ꢪꢛ꣄ꢙꢶ,मञ्जि,மஞ்ஜி,manji,maJji,mañji,məɲd͡ʒɪ,make shine,துலக்கு
ꢯꣂꢩꢠꣁꢲꣁ,शोभणा॑ हा॑,ஶோப4ணொ ஹோ,shobhano'ho',zobhaNOhO,śobhaṇŏhŏ,ʃoːbʰəɳoɦo,be shining,துலங்கு
ꢔꢸꢛ꣄ꢙꢶ,गुञ्जि,கு3ஞ்ஜி,gunji,guJji,guñji,guɲd͡ʒɪ,wash,துவை
ꢡꢾꢮ꣄ꢞꢶ,त॑व्डि,தெவ்டி3,te'vd'i,tEvDi,tĕvḍi,t̪eʋɖɪ,search with hand,துழாவு
ꢤꢸꢖ꣄ꢒꢶ,धुङ्कि,து4ங்கி,dhunki,dhuGki,dhuṅki,d̪ʰuŋkɪ,jump,துள்ளு
ꢗꢶꢔꢸꢬ꣄ꢱꣂꢜ꣄,चिगुर्सोट,சிகுர் ஸோட்,chigursot',cigursoT,cigursoṭ,t͡ʃɪguɾs̪oːʈ,sprout out,துளிர்
ꢦꢸꢜ꣄ꢜꣁ ꢒꢿꢬ꣄,पुट्टा॑ केर,புட்டொ கேர்,put't'o' ker,puTTO ker,puṭṭŏ ker,puʈʈo keːɾ,Pierce,துளை
ꢱꣁꢞ꣄ꢞꢶ ꢙꢵ,सा॑ड्डि जा,ஸொட்3டி3ஜா,so'd'd'i jaa,sODDi jA,sŏḍḍi jā,s̪oɖɖɪ d͡ʒɑː,leave behind,துற
ꢗꢾꢞ꣄ꢮꢶ,च॑ड्वि,செட்3வி,che'd'vi,cEDvi,cĕḍvi,t͡ʃeɖʋɪ,kindle,தூண்டு
ꢦꣁꢱ꣄,पोस्,போஸ்,po's,pOs,pŏs,pos̪,clear,தூர்
ꢗꢶꢭꢶꢛ꣄ꢗꢶ,चिलिञ्चि,சிலிஞ்சி,chilinchi,ciliJci,ciliñci,t͡ʃɪlɪɲt͡ʃɪ,spray,தூவு
ꢗꢶꢖ꣄ꢒꢸꢭ꣄ ꢦꣂꢜ꣄,चिङ्कुल् पोट,சிங்குல் போட்,chinkul pot',ciGkul poT,ciṅkul poṭ,t͡ʃɪŋkul poːʈ,drizzle,தூறு
ꢫꢵꢗꢠꣁ ꢒꢿꢬ꣄,याचणा॑ केर,யாசணொ கேர்,yaachano' ker,yAcaNO ker,yācaṇŏ ker,jɑːt͡ʃəɳo keːɾ,beg,தெண்டு
ꢙꢥ꣄ꢭꢿ,जन्ल॑,ஜன்லே,janle,janle,janle,d͡ʒən̪leː,Know,தெரி
ꢒꢳꢵꢜ꣄,कळाट्,களாட்,kal'aat',kaLAT,kal̤āṭ,kəɭɑːʈ,convey,தெரிவி
ꢡꢵꢠ꣄ꢲꢵꢥ꣄,ता॑णहान,தோண்ஹான்,taanhaan,tANhAn,tāṇhān,t̪ɑːɳɦɑːn̪,be saturated,தெவிட்டு
ꢡꢾꢭꢶꢮ꣄ ꢲꣂ,त॑लिव्हो,தெளிவ்ஹோ,te'liv ho,tEliv ho,tĕliv ho,t̪elɪʋ ɦoː,"sift, be clear",தெள்ளு
ꢗꢶꢭꢶꢛ꣄ꢗꢾ,चिलिञ्चि,சிலிஞ்சி,chilinche',ciliJcE,ciliñcĕ,t͡ʃɪlɪɲt͡ʃe,spray,தெளி
ꢯꢶꢔꢶꢬ꣄,शिगिर,ஶிகி3ர்,shigir,zigir,śigir,ʃɪgɪɾ,spray,தெளி
