Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢃꢒ꣄ꢬꢪꣁ ꢒꢿꢬ꣄,आक्रमा॑ केर,ஆக்ரமொ கேர்,aakramo' ker,AkramO ker,ākramŏ ker,ɑːkɾəmo keːɾ,aggress,ஆக்கிரமி
ꢲꣁꢮꢵꢜ꣄,होवाट,ஹொவாட்,ho'vaat',hOvAT,hŏvāṭ,ɦoʋɑːʈ,make,ஆக்கு
ꢲꣂ,हो,ஹோ,ho,ho,ho,ɦoː,become,ஆகு
ꢃꢯꢶꢬ꣄ꢮꢵꢡ꣄ ꢒꢿꢬ꣄,आशिर्वात्केर्,ஆஶிர்வாத் கேர்,aashirvaat ker,AzirvAt ker,āśirvāt ker,ɑːʃɪɾʋɑːt̪ keːɾ,bless,ஆசீர்வதி
ꢃꢒ꣄ꢰꢿꢿꢦꢠꣁ ꢒꢿꢬ꣄,आक्षएपणा॑केर्,ஆக்க்ஷேபணொகேர்,aaksheepano' ker,AkSeepaNO ker,ākṣeepaṇŏ ker,ɑːkʂeːeːpəɳo keːɾ,object,ஆட்சேபி
ꢲꢶꢥ꣄ꢣꢵꢳ꣄,हिन्दाळ्,ஹிந்தா3ள்,hindaal',hindAL,hindāl̤,ɦɪn̪d̪ɑːɭ,swing,ஆட்டு
ꢥꢵꢗ꣄,नाच्,நாச்,naach,nAc,nāc,n̪ɑːt͡ʃ,"dance, swing",ஆடு
ꢓꢵꢭ꣄,खाळ्,கா2ள்,khaal,khAl,khāl,kʰɑːl,"dance, swing",ஆடு
ꢃꢣꢬꣁ ꢒꢿꢬ꣄,आदरा॑ केर,ஆத3ரொ கேர்,aadaro' ker,AdarO ker,ādarŏ ker,ɑːd̪əɾo keːɾ,support,ஆதரி
ꢂꢣ꣄ꢣꢶꢥꢶ ꢣꢿ,अद्दिनि दे,அத்3தி3னி தே3,addini de,addini de,addini de,əd̪d̪ɪn̪ɪ d̪eː,support,ஆதரி
ꢏꢦ꣄ꢦꢶꢭꢿ,आ॑प्पिले,ஒப்பிலே,o'ppile,Oppile,ŏppile,oppɪleː,accept,ஆமோதி
ꢂꢬꢸꢪ꣄ꢦꢪ꣄ꢒꢾꢬ꣄,हरुम्बम्केर,ஹரும்ப3ம்கேர்,arumpamke'r,arumpamkEr,arumpamkĕr,əɾumpəmkeɾ,begin,ஆரம்பி
ꢬꢾꢗ꣄ꢗꣁꢡꢵꢫ꣄,रेच्चा॑ताय,ரெச்சொதாய்,re'chcho'taay,rEccOtAy,rĕccŏtāy,ɾet͡ʃt͡ʃot̪ɑːj,make noise,ஆரவாரி
ꢣꢷꢬ꣄ꢡ꣄ꢡꢸꢨꢸꢞꢜ꣄,तीर्त्तुबुडाट,தீர்த்துபு3டா3ட்,deerttubud'at',dIrttubuDaT,dīrttubuḍaṭ,d̪iːɾt̪t̪ubuɖəʈ,give holy bath,ஆராட்டு
ꢦꢬꢶꢯꣂꢤꢥꣁ ꢒꢿꢬ꣄,परिशोधना॑ केर,பரிஶோத4னொ கேர்,parishodhano' ker,parizodhanO ker,pariśodhanŏ ker,pəɾɪʃoːd̪ʰən̪o keːɾ,research,ஆராய்
ꢱꢾꢗ꣄ꢗꢶꢭꢿ,स॑र्च्चिले,ஸெர்சிலே,se'chchile,sEccile,sĕccile,s̪et͡ʃt͡ʃɪleː,think,ஆலோசி
ꢨꢹꢞ꣄,बूड्,பூ3ட்3,bood',bUD,būḍ,buːɖ,immerse,ஆழ்
ꢨꢸꢞ꣄ꢮꢶ,बुड्वि,பு3ட்3வி,bud'vi,buDvi,buḍvi,buɖʋɪ,immerse,ஆழ்த்து
ꢱꣀꢱꢶ,सौसि,ஸௌஸி,saisi,saisi,saisi,s̪əɪs̪ɪ,rule,ஆள்
ꢥꢶꢮꢵꢜ꣄,निवाट्,நிவாட்,nivaat',nivAT,nivāṭ,n̪ɪʋɑːʈ,cool,ஆற்று
ꢥꢶꢮꢳ꣄ꢳꢾ,निवळ्ळ॑,நிவள்ளெ,nival'l'e',nivaLLE,nival̤l̤ĕ,n̪ɪʋəɭɭe,be cooled,ஆறு
ꢤꢸꢮꢿꢰ꣄ ꢒꢿꢬ꣄,धुवेष्केर्,து4வேஷ்கேர்,dhuvesh ker,dhuveS ker,dhuveṣ ker,d̪ʰuʋeːʂ keːɾ,despise,இகழ்
ꢗꢾꢬꢶ ꢙꢵ,च॑रिजा,செரிஜா,che'ri jaa,cEri jA,cĕri jā,t͡ʃeɾɪ d͡ʒɑː,agree,இசை
ꢱꢸꢡꢶ ꢡꢵꢫ꣄,सुति ताय,ஸுதி தாய்,suti taay,suti tAy,suti tāy,s̪ut̪ɪ t̪ɑːj,tune,இசை
ꢢꢾꢜ꣄ꢒꢶ ꢦꣁꢜ꣄,थ॑ट्कि पोट,தெ2ட்கி போட்,the't'ki po't',thETki pOT,thĕṭki pŏṭ,t̪ʰeʈkɪ poʈ,stumble,இடறு
ꢦꢸꢜ꣄ꢜꢶ ꢦꣁꢜ꣄,फुट्टि पोट,பு2ட்டி போட்,put't'i po't',puTTi pOT,puṭṭi pŏṭ,puʈʈɪ poʈ,be demolished,இடி
ꢧꣁꢞꢶꢡꢵꢫ꣄,फा॑डिताय,பொ2டி3தாய்,pho'd'itaay,phODitAy,phŏḍitāy,pʰoɖɪt̪ɑːj,demolish,இடி
ꢢꣂꢮ꣄,थोव्,தோ2வ்,thov,thov,thov,t̪ʰoːʋ,"put, wear",இடு
ꢕꢳ꣄ꢳꢿ,घळ्ळे,க4ள்ளே,ghal'l'e,ghaLLe,ghal̤l̤e,gʰəɭɭeː,"put, wear",இடு
ꢥꢾꢱ꣄ꢒꢶꢭꢶ ꢙꢵ,न॑स्किलिजा,நெஸ்கிலிஜா,ne'skili jaa,nEskili jA,nĕskili jā,n̪es̪kɪlɪ d͡ʒɑː,sqeeze,இடுக்கு
ꢐꢬ꣄ꢦꢸꢒꢾꢬ꣄ꢭꢿ,ओर्पुकेर्ले,ஓர்புகெர்லே,orpuke'rle,orpukErle,orpukĕrle,oːɾpukeɾleː,accept,இணங்கு
ꢏꢦ꣄ꢦꢶꢭꢿ,आ॑प्पिले,ஒப்பிலே,o'ppile,Oppile,ŏppile,oppɪleː,accept,இணங்கு
ꢗꢿꢬ꣄,चेर्,சேர்,cher,cer,cer,t͡ʃeːɾ,be joined,இணை
ꢗꢾꢬ꣄ꢗ꣄ꢗꢶ,चेर्च्चि,செர்சி,che'rchchi,cErcci,cĕrcci,t͡ʃeɾt͡ʃt͡ʃɪ,join,இணை
ꢪꢶꢱ꣄ꢒꢶ,मिस्कि,மிஸ்கி,miski,miski,miski,mɪs̪kɪ,closing eyes for a second,இமை
