Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢧꢸꢭꢫꢶꢬꢴꢵ,फुलयिर्हा,பு2லயிரா:,phulayirhaa,phulayirhA,phulayirhā,pʰuləjɪɾɦɑː,blossom,அரும்பு (இன்)  
ꢂꢫ꣄ꢫꢬꢮ꣄ ꢦꣁꢜ꣄,अय्यरव पोट,அய்யரவ் போட்,ayyarav po't',ayyarav pOT,ayyarav pŏṭ,əjjəɾəʋ poʈ,be disgusted with,அருவரு (த்த்)  
ꢒ꣄ꢬꢸꢦꣁ ꢒꢾꢬ꣄,क्रुपा॑ केर,க்ருபொ கேர்,krupo' ke'r,krupO kEr,krupŏ kĕr,kɾupo keɾ,bestow favour,அருள் (இன்)  
ꢡꢾꢱꢫꢶ ꢦꣂꢜ꣄,त॑सयि पोट,தெஸயி போட்,te'sayi pot',tEsayi poT,tĕsayi poṭ,t̪es̪əjɪ poːʈ,be crushed,அரை (ந்த்)  
ꢭꢸꢨ꣄ꢨꢶ,लुब्बि,லுப்3பி3,lubbi,lubbi,lubbi,lubbɪ,grind,அரை (த்த்)  
ꢂꢭꢖ꣄ꢒꢵꢬ꣄ ꢒꢿꢬ꣄,अलङकार्केर्,அலங்கார்கேர்,alankaar ker,alaGkAr ker,alaṅkār ker,ələŋkɑːɾ keːɾ,beautify /decorate,அலங்கரி (த்த்)  
ꢲꢭ꣄ꢭꢵꢜ꣄,हल्लाट्,ஹல்லாட்,hallaat',hallAT,hallāṭ,ɦəllɑːʈ,move,அலங்கு (இன்)  
ꢂꢭ꣄ꢗꢶ,अल्चि,அல்சி,alchi,alci,alci,əlt͡ʃɪ,rinse,அலசு (இன்)  
ꢯ꣄꣄ꢭꢵꢕꢠꢒꢾꢬ꣄ꢭꢿ,श्लाघणक॑र्ले,ஶ்லாக4ணகெர்லே,shlaaghanake'rle,zlAghaNakErle,ślāghaṇakĕrle,ʃlɑːgʰəɳəkeɾleː,boast,அலட்டு (இன்)  
ꢤꢹꢮ꣄,धूव्,தூ4வ்,dhoov,dhUv,dhūv,d̪ʰuːʋ,wash,அலம்பு (இன்)  
ꢩꢮꢵꢜ꣄ꢡꢵꢫ꣄,भवाट्ताय,ப4வாட்தாய்,bhavaat'taay,bhavATtAy,bhavāṭtāy,bʰəʋɑːʈt̪ɑːj,scream,அலறு (இன்)  
ꢭꣂꢭ꣄ ꢦꣂꢜ꣄,लोल्पोट्,லோல்போட்,lol pot',lol poT,lol poṭ,loːl poːʈ,wander,அலை (ந்த்)  
ꢭꣂꢭ꣄ ꢦꣁꢞꢜ꣄,लोल पा॑डाट,லோல் பொடா3ட்,lol po'd'at',lol pODaT,lol pŏḍaṭ,loːl poɖəʈ,make to wander,அலை (த்த்)  / அலைக்கழி (த்த்)  
ꢱꢶꢬꢳ꣄꣄ꢙꢵꢜ꣄,सिरळ्जाट,ஸிரள்ஜாட்,siral'jaat',siraLjAT,siral̤jāṭ,s̪ɪɾəɭd͡ʒɑːʈ,make to wander,அலை (த்த்)  / அலைக்கழி (த்த்)  
ꢥꢯꢶꢶꢥꢪ꣄ ꢲꣁ,नशिनम हो,நஶினம்ஹோ,nashiinam ho',naziinam hO,naśiinam hŏ,n̪əʃɪɪn̪əm ɦo,be destroyed,அழி (ந்த்)  
ꢥꢵꢯꢥꣁ ꢲꣁ,नाशनो हो,நாஶனொ ஹோ,naashano' ho',nAzanO hO,nāśanŏ hŏ,n̪ɑːʃən̪o ɦo,be destroyed,அழி (ந்த்)  
ꢥꢯꢶꢶꢥꢪ꣄ ꢒꢿꢬ꣄,नशिनम केर्,நஶினம்கேர்,nashiinam ker,naziinam ker,naśiinam ker,n̪əʃɪɪn̪əm keːɾ,destroy,அழி (த்த்)  
ꢱꢶꢙ꣄ꢮꢶ,सिज्वि,ஸிஜ்வி,sijvi,sijvi,sijvi,s̪ɪd͡ʒʋɪ,boil (in steam),அவி (த்த்)  
ꢱꢶꢮ꣄ꢙꢶ,सिव्जि,ஸிவ்ஜி,sivji,sivji,sivji,s̪ɪʋd͡ʒɪ,boil (in steam),அவி (த்த்)  
ꢱꣁꢮ꣄ꢞꢶ,सा॑व्डि,ஸொவ்டி3,so'vd'i,sOvDi,sŏvḍi,s̪oʋɖɪ,loosen,அவிழ் (த்த்)  
ꢬꣂꢜ꣄,रोट्,ரோட்,rot',roT,roṭ,ɾoːʈ,"cry, weap",அழு (த்)  
ꢪꢸꢬ꣄ꢔꢶ,मुर्गि,முர்கி3,murgi,murgi,murgi,muɾgɪ,decay,அழுகு (இன்)  
ꢪꢸꢬ꣄ꢔꢫꢶꢙꢵ,मुर्गयिजा,முர்க3யிஜா,murgayijaa,murgayijA,murgayijā,muɾgəjɪd͡ʒɑː,decay,அழுகு (இன்)  
ꢂꢪ꣄ꢒꢶ,अम्कि,அம்கி,amki,amki,amki,əmkɪ,press,அழுத்து (இன்)  
ꢂꢪ꣄ꢒꢫꢶꢙꢵ,अम्कयिजा,அம்கயிஜா,amkayijaa,amkayijA,amkayijā,əmkəjɪd͡ʒɑː,be pressed,அழுந்து (இன்)  
ꢨꣂꢮ꣄,बोव्,போ3வ்,bov,bov,bov,boːʋ,call,அழை (த்த்)  
ꢮꢵꢬ꣄,वार्,வார்,vaar,vAr,vār,ʋɑːɾ,take handful,அள்ளு (இன்)  
ꢪꣂꢮ꣄,मोव्,மோவ்,mov,mov,mov,moːʋ,measure,அள (ந்த்)  
ꢪꣁꢮ꣄ꢙꢶ,मा॑व्जि,மொவ்ஜி,mo'vji,mOvji,mŏvji,moʋd͡ʒɪ,measure,அள (ந்த்)  
ꢣꢿ,दे,தே3,de,de,de,d̪eː,give,அளி (த்த்)  
ꢒꢮ꣄ꢭꢶ,कव्लि,கவ்லி,kavli,kavli,kavli,kəʋlɪ,meddle,அளை (ந்த்)  
ꢒꢳꣀꢭꢾ,कळैले,களைலே,kal'aile',kaLailE,kal̤ailĕ,kəɭəɪle,know,அறி (ந்த்)  
ꢒꢜꢫꢶꢙꢵ,कटयि जा,கடயி ஜா,kat'ayijaa,kaTayijA,kaṭayijā,kəʈəjɪd͡ʒɑː,be cut,அறு (ந்த்)  
ꢒꢵꢜ꣄,काट्,காட்,kaat',kAT,kāṭ,kɑːʈ,cut,அறு (த்த்)  
ꢕꢵꢪ꣄ ꢡꢵꢫ꣄,घाम्ताय्,கா4ம்தாய்,ghaam taay,ghAm tAy,ghām tāy,gʰɑːm t̪ɑːj,beat strongly,அறை (ந்த்)  
ꢤꢵꢥꢸꢒ꣄ꢙꢵ,धानुक्जा,தா4னுக்ஜா,dhaanukjaa,dhAnukjA,dhānukjā,d̪ʰɑːn̪ukd͡ʒɑː,follow,அனுசரி (த்த்)  
