Sourashtra Word,Hindi Pronunciation,Tamil Pronunciation,Roman Readable,Havard-Kyoto,IAST,IPA,Meaning English,Meaning Tamil
ꢮꢜ ꢒꢿꢬ꣄,वट केर,வட கேர்,vat'a ker,vaTa ker,vaṭa ker,ʋəʈə keːɾ,allot,ஒதுக்கு (இன்)  
ꢐꢬ꣄ꢡꣁ ꢬꢴꢵ,ओर्ता॑ र्हा,ஓர்தொரா:,orto' rhaa,ortO rhA,ortŏ rhā,oːɾt̪o ɾɦɑː,take shelter,ஒதுங்கு (இன்)  
ꢥꢷꢞꢪ꣄ ꢬꢴꢵ,नीडाम् र्हा,நீடா3ம் ரா:,need'am rhaa,nIDam rhA,nīḍam rhā,n̪iːɖəm ɾɦɑː,take shelter,ஒதுங்கு (இன்)  
ꢦꢵꢬꢵꢫꢠꣁ ꢒꢿꢬ꣄,पारायणा॑ केर,பாராயணொ கேர்,paaraayano' ker,pArAyaNO ker,pārāyaṇŏ ker,pɑːɾɑːjəɳo keːɾ,recite,ஒப்பி (த்த்)  
ꢧꢶꢬꢶꢧꢶꢬꢶ ꢪꢿꢥ꣄,फिरिफिरि मेन,பி2ரிபி2ரி மேன்,phiriphiri men,phiriphiri men,phiriphiri men,pʰɪɾɪpʰɪɾɪ meːn̪,recite,ஒப்பி (த்த்)  
ꢏꢦ꣄ꢦꢶꢭꢾ,आ॑प्पिले,ஒப்பிலே,o'ppile',OppilE,ŏppilĕ,oppɪle,agree,ஒப்பு (இன்)  
ꢐꢒ꣄ꢦꣁꢒꢸꢬ꣄ ꢥꢶꢛ꣄ꢗꢶ,ओक्पोकुर निञ्चि,ஓக்போகுர்  நிஞ்சி,okpo'kur ninchi,okpOkur niJci,okpŏkur niñci,oːkpokuɾ n̪ɪɲt͡ʃɪ,lie down on one side,ஒருக்கணி (த்த்) / ஒருக்களி (த்த்)  
ꢱꢨ꣄ꢣꢸ ꢒꢾꢬ꣄,सब्दु केर,ஸப்3து3 கேர்,sabdu ke'r,sabdu kEr,sabdu kĕr,s̪əbd̪u keɾ,sound,ஒலி (த்த்)  
ꢤ꣄ꢮꢪ꣄ꢱꢸ ꢲꣂ ,ध्वम्सु हो,த்4வம்ஸு ஹோ,dhvamsu ho,dhvamsu ho,dhvamsu ho,d̪ʰʋəms̪u ɦoː,be destroyed (int.),ஒழி (ந்த்)  
ꢤ꣄ꢮꢪ꣄ꢱꢸ ꢒꢿꢬ꣄,ध्वम्सु केर्,த்4வம்ஸு கேர்,dhvamsu ker,dhvamsu ker,dhvamsu ker,d̪ʰʋəms̪u keːɾ,destroy (tr.),ஒழி (த்த்)  
ꢔꢾꢳꢶꢶ ꢙꢮꢵꢜ꣄,गेळि जवाट्,கெ3ளி ஜவாட்,ge'l'ii javaat',gELii javAT,gĕl̤ii javāṭ,geɭɪɪ d͡ʒəʋɑːʈ,ooze out,ஒழுக்கு (இன்)  
ꢔꢾꢳꢶꢶ ꢙꢵ,गेळि जा,கெ3ளிஜா,ge'l'ii jaa,gELii jA,gĕl̤ii jā,geɭɪɪ d͡ʒɑː,leak,ஒழுகு (இன்)  
ꢭꢶꢒ꣄ꢒꢶꢭꢾ,लुक्किले,லுக்கிலே,likkile',likkilE,likkilĕ,lɪkkɪle,hide,ஒளி (ந்த்)  
ꢙꣁꢭꢶꢛ꣄ꢗꢶ,जा॑लिञ्चि,ஜொலிஞ்சி,jo'linchi,jOliJci,jŏliñci,d͡ʒolɪɲt͡ʃɪ,"glitter, shine",ஒளிர் (ந்த்)  
ꢣꢾꢠ꣄ꢞꢥꣁ ꢡꢿ,द॑ण्डना॑ ते,தெ3ண்ட3னொதே,de'nd'ano' te,dENDanO te,dĕṇḍanŏ te,d̪eɳɖən̪o t̪eː,punish,ஒறு (த்த்)  
ꢗꢾꢬ꣄ꢗꢶ,च॑र्चि,செர்சி,che'rchi,cErci,cĕrci,t͡ʃeɾt͡ʃɪ,join,ஒன்று (இன்)  
ꢏꢔꢬꢶ ꢒꢿꢬ꣄,आ॑गरि केर्,ஒக3ரிகேர்,o'gari ker,Ogari ker,ŏgari ker,ogəɾɪ keːɾ,vomit,ஓங்கரி (த்த்)  
ꢗꢾꢣꢵꢮ꣄ ꢲꣂ,च॑डाव्हो,செடா3வ்ஹோ,che'daav ho,cEdAv ho,cĕdāv ho,t͡ʃed̪ɑːʋ ɦoː,raise,ஓங்கு (இன்)  
ꢣꣁꢮ꣄ꢞꢶ,दा॑व्डि,தொ3வ்டி3,do'vd'i,dOvDi,dŏvḍi,d̪oʋɖɪ,drive,ஓட்டு (இன்)  
ꢤꢵꢪ꣄,धाम्,தா4ம்,dhaam,dhAm,dhām,d̪ʰɑːm,run,ஓடு (இன்)  
ꢆꢗ꣄ꢗꢵꢜꢠꣁ ꢒꢿꢬ꣄,उच्चाटणा॑ केर्,உச்சாடணொகேர்,uchchaat'ano' ker,uccATaNO ker,uccāṭaṇŏ ker,ut͡ʃt͡ʃɑːʈəɳo keːɾ,read,ஓது (இன்)  
ꢗꢾꢮ꣄ꢣꢶ,च॑व्दि,செவ்தி3,che'vdi,cEvdi,cĕvdi,t͡ʃeʋd̪ɪ,read,ஓது (இன்)  
ꢦꢵꢭꢥꣁ ꢒꢿꢬ꣄ ,पालना॑ केर्,பாலனொகேர்,paalano' ker,pAlanO ker,pālanŏ ker,pɑːlən̪o keːɾ,protect,ஓம்பு (இன்)  
ꢱꢶꢥꢫꢶ ꢙꢵ,सिनयि जा,ஸினயி ஜா,sinayi jaa,sinayi jA,sinayi jā,s̪ɪn̪əjɪ d͡ʒɑː,tired,ஓய் (ந்த்)  
ꢯꢷꢥ꣄,शीन,ஶீன்,sheen,zIn,śīn,ʃiːn̪,tired,ஓய் (ந்த்)  
ꢲꢮ꣄ꢡꢥ꣄ ꢒꢾꢬ꣄ꢭꢾ,हव्टन् क॑र्ले,ஹவ்டன்கெர்லே,havtan ke'rle',havtan kErlE,havtan kĕrlĕ,ɦəʋt̪ən̪ keɾle,"think, recall",ஓர் (ந்த்)  
ꢲꢮ꣄ꢜꢶ,हव्टि,ஹவ்டி,havt'i,havTi,havṭi,ɦəʋʈɪ,recall,ஓர்மி (த்த்)  
ꢲꢜ꣄ꢮꢶ,हट्वि,ஹட்வி,hat'vi,haTvi,haṭvi,ɦəʈʋɪ,recall,ஓர்மி (த்த்)  
ꢏꢔꢬꢶ ꢒꢿꢬ꣄,आ॑गरि केर,ஒக3ரி கேர்,o'gari ker,Ogari ker,ŏgari ker,ogəɾɪ keːɾ,vomit,கக்கு (இன்)  
ꢒꣁꢔꢸꢭꢵꢔ꣄,का॑डुलाग,கொடு3லாக்3,ko'gulaag,kOgulAg,kŏgulāg,kogulɑːg,taste (bitter),கச (ந்த்)  
ꢦꢷꢳ꣄,पीळ्,பீள்,peel',pIL,pīl̤,piːɭ,squeeze (tr.),கசக்கு (இன்)  
ꢱꢾꢔ ꢒꢿꢬ꣄,स॑ग केर्,ஸெக3 கேர்,se'ga ker,sEga ker,sĕga ker,s̪egə keːɾ,be sultry,கசகச (த்த்)  
ꢱꢸꢬꢸ ꢦꣂꢜ꣄,सुरु पोट्,ஸுரு போட்,suru pot',suru poT,suru poṭ,s̪uɾu poːʈ,squeeze (int.),கசங்கு (இன்)  
ꢔꢿꢳ꣄,गेळ् ,கே3ள்,gel',geL,gel̤,geːɭ,leak,கசி (ந்த்)  
ꢩꢥ꣄ꢣꢶ,भन्दि,ப4ந்தி3,bhandi,bhandi,bhandi,bʰən̪d̪ɪ,"bind, tie",கட்டு (இன்)  
ꢣꢵꢜ꣄,दाट्,தா3ட்,daat',dAT,dāṭ,d̪ɑːʈ,cross,கட (ந்த்)  
ꢤꢶꢭ꣄ꢭꣁ ꢲꣂ,धिल्ला॑ हो,தி4ல்லொ ஹோ,dhillo' ho,dhillO ho,dhillŏ ho,d̪ʰɪllo ɦoː,become loose,கடகட (த்த்)  
ꢗꣁꢞ꣄ꢞꢦꣁꢞꢶ ꢙꢮꢵꢜ꣄,चा॑ड्ड पा॑डि जवाट,சொட்3ட3 பொடி3 ஜவாட்,cho'd'd'apo'd'i javaat',cODDapODi javAT,cŏḍḍapŏḍi javāṭ,t͡ʃoɖɖəpoɖɪ d͡ʒəʋɑːʈ,smuggle,கடத்து (இன்)  
ꢦꢬ꣄ꢮꢡ꣄ ꢒꢿꢬ꣄,पर्वत केर,பர்வத் கேர்,parvat ker,parvat ker,parvat ker,pəɾʋət̪ keːɾ,scold,கடி (ந்த்)  
ꢗꢵꢮ꣄,चाव्,சாவ்,chaav,cAv,cāv,t͡ʃɑːʋ,bite,கடி (த்த்)  
ꢬꢵꢒ꣄ ꢂꢮꢳ꣄ꢳꢾ,राक् अवळ्ळे,ராக்அவள்ளே,raak aval'l'e',rAk avaLLE,rāk aval̤l̤ĕ,ɾɑːk əʋəɭɭe,get angry,கடு (த்த்)  
ꢨꢶꢱ꣄ꢱꣁ ꢙꢵ,बिस्सो जा,பி3ஸ்ஸொ ஜா,bisso' jaa,bissO jA,bissŏ jā,bɪs̪s̪o d͡ʒɑː,go fast,கடுகு (இன்)  
ꢔꢸꢱꢹꢳ,गुसुळ,கு3ஸுள்,gusool'a,gusULa,gusūl̤a,gus̪uːɭə,churn,கடை(ந்த்)  
ꢥꢶꢬꢷꢒ꣄ꢰꢠꣁ ꢒꢿꢬ꣄,निरीक्षणा॑ केर,நிரீக்ஷணொ கேர் ,nireekshano' ker,nirIkSaNO ker,nirīkṣaṇŏ ker,n̪ɪɾiːkʂəɳo keːɾ,supervise,கண்காணி(த்த்)  
ꢂꢮꢥ꣄ꢗꢵꢭ꣄ ꢱꢖ꣄ꢔꢶ,अवन्चाल सङ्गि,அவன்சால் ஸங்கி3,avanchaal sangi,avancAl saGgi,avancāl saṅgi,əʋən̪t͡ʃɑːl s̪əŋgɪ,predict,கணி (த்த்)  
ꢒꢾꢡ꣄ꢬꢶꢒ꣄ꢒꢾ ꢲꣁꢬ꣄ ꢒꢵꢜ꣄,केत्रिक्के होर्काट,கெத்ரிக்கெ ஹோர் காட்,ke'trikke' ho'r kaat',kEtrikkE hOr kAT,kĕtrikkĕ hŏr kāṭ,ket̪ɾɪkke ɦoɾ kɑːʈ,cut by scissors,கத்தரி (த்த்)  
ꢬꢾꢗ꣄ꢗꣁ ꢡꢵꢫ꣄ ꢩꢮꢵꢜ꣄ ꢡꢵꢫ꣄,र॑च्चा॑ ताय    भवाट ताय,ரெச்சொ தாய் ப4வாட் தாய்,re'chcho' taay bhavaat' taay,rEccO tAy bhavAT tAy,rĕccŏ tāy bhavāṭ tāy,ɾet͡ʃt͡ʃo t̪ɑːj bʰəʋɑːʈ t̪ɑːj,shout,கத்து (இன்)  
ꢕꢾꢞꢶꢨꣁꢮ꣄,घ॑डि बोव,கெ4டி3 போ3வ்,ghe'd'ibo'v,ghEDibOv,ghĕḍibŏv,gʰeɖɪboʋ,shout,கத்து (இன்)  
ꢒꢸꢖBꢔꢶ ꢬꣂꢜ꣄,कुङ्गिरोट्,குங்கி3ரோட்,kungaBgi rot',kuGaBgi roT,kuṅaBgi roṭ,kuŋəBgɪ ɾoːʈ,weep,கதறு (இன்)  
ꢓꢾꢥꢶ ꢔꢵꢮ꣄,ख॑नि गाव्,கெ2னி கா3வ்,khe'ni gaav,khEni gAv,khĕni gāv,kʰen̪ɪ gɑːʋ,tell,கதை (த்த்)  
ꢮꢱ꣄ꢥꣁ ꢣꢾ,वस्नो दे,வஸ்னொ தே3,vasno' de',vasnO dE,vasnŏ dĕ,ʋəs̪n̪o d̪e,be fragrant,கமழ் (ந்த்)  
ꢒꢾꢬ ꢒꢾꢬ ꢒꢿꢬ꣄,क॑रक॑र केर्,கெரகெர கேர்,ke'ra ke'ra ker,kEra kEra ker,kĕra kĕra ker,keɾə keɾə keːɾ,get irritation in throat,கமறு (இன்)  
ꢔꢾꢬ꣄ꢙꢥꣁ ꢒꢿꢬ꣄,ग॑र्जना॑ केर्,கெ3ர்ஜனொகேர்,ge'rjano' ker,gErjanO ker,gĕrjanŏ ker,geɾd͡ʒən̪o keːɾ,roar,கர்ச்சி (த்த்)  
ꢚꢵꢫ꣄,झाय्,ஜா2ய்,jhaay,jhAy,jhāy,d͡ʒʰɑːj,"steal, hide",கர (ந்த்)  
ꢪꢷꢜ꣄ꢒꢥꢶ ꢭꢵꢔ꣄,मीट्कनि लाग,மீட்கனி லாக்3,meet'kani laag,mITkani lAg,mīṭkani lāg,miːʈkən̪ɪ lɑːg,be salty,கரி (த்த்)  
ꢒꢳꣁ ꢲꣁꢱ꣄ꢡꢶꢱꣁ ꢙꢵꢭ꣄,कळा॑ होस्तिसा॑ जाल,களொ ஹோஸ்திஸொ ஜாள்,kal'o' ho'stiso' jaal,kaLO hOstisO jAl,kal̤ŏ hŏstisŏ jāl,kəɭo ɦos̪t̪ɪs̪o d͡ʒɑːl,burn black,கருக்கு (இன்)  
ꢂꢨꢶꢦ꣄ꢬꢵꢫ꣄ ꢦꣁꢜ꣄,अबिप्राय पोट,அபி3ப்ராய் போட்,abipraay po't',abiprAy pOT,abiprāy pŏṭ,əbɪpɾɑːj poʈ,opine,கருது (இன்)  
ꢕꢸꢭꢫꢶ ꢙꢵ,घुलयि जा,கு4லயி ஜா,ghulayi jaa,ghulayi jA,ghulayi jā,gʰuləjɪ d͡ʒɑː,be dissolved (int.),கரை (ந்த்)  
ꢒꢾꢬꢶꢖ꣄ꢔꢶ ꢙꢵ,क॑रिङ्गि जा,கெரிங்கி3 ஜா,ke'ringi jaa,kEriGgi jA,kĕriṅgi jā,keɾɪŋgɪ d͡ʒɑː,be dissolved (int.),கரை (ந்த்)  
ꢕꢸꢭꢵꢜ꣄,घुलाट,கு4லாட்,ghulaat',ghulAT,ghulāṭ,gʰulɑːʈ,dissolve (tr.),கரை (த்த்)  
ꢒꢾꢬꢸꢖ꣄ꢔꢵꢜ꣄,क॑रुङ्गाट,கெருங்கா3ட்,ke'rungaat',kEruGgAT,kĕruṅgāṭ,keɾuŋgɑːʈ,dissolve (tr.),கரை (த்த்)  
ꢱꢶꢒ꣄ꢒꢶ,सिक्कि,ஸிக்கி,sikki,sikki,sikki,s̪ɪkkɪ,learn,கல் (ற்ற்)  
ꢒꢮ꣄ꢭꢶ,कव्लि,கவ்லி,kavli,kavli,kavli,kəʋlɪ,"mix, stir (tr.)",கலக்கு (இன்)  
ꢪꢶꢱ꣄ꢬꢠꣁ ꢒꢿꢬ꣄,मिस्रणा॑ केर,மிஶ்ரணொ கேர்,misrano' ker,misraNO ker,misraṇŏ ker,mɪs̪ɾəɳo keːɾ,"mix, stir (tr.)",கலக்கு (இன்)  
ꢱꢾꢣ꣄ꢣꢸ ꢡꢵꢫ꣄,स॑द्दु ताय,ஸெத்3து3 தாய்,se'ddu taay,sEddu tAy,sĕddu tāy,s̪ed̪d̪u t̪ɑːj,be noisy,கலகல (இன்)  
ꢒꢮ꣄ꢭꢫꢶꢬꢴꢵ,कव्लयि र्हा,கவ்லயிரா:,kavlayirhaa,kavlayirhA,kavlayirhā,kəʋləjɪɾɦɑː,"be mixed, be stirred (int.)",கலங்கு (இன்)  
ꢂꢯ꣄ꢬꢿꢠꢶꢲꣁ,अश्रेणी हो,அஶ்ரேணி ஹோ,ashreniho',azreNihO,aśreṇihŏ,əʃɾeːɳɪɦo,be shuffled (int.),கலை (ந்த்)  
ꢂꢯ꣄꣄ꢬꢿꢠꢶ ꢒꢿꢬ꣄,अश्रेणि केर,அஶ்ரேணி கேர்,ashreni ker,azreNi ker,aśreṇi ker,əʃɾeːɳɪ keːɾ,shuffle (tr.),கலை (த்த்)  
ꢃꢒꢬ꣄ꢰꢶ,आकर्षि,ஆகர்ஷி,aakarshi,AkarSi,ākarṣi,ɑːkəɾʂɪ,attract,கவர் (ந்த்)  
ꢩꣁꢬꢶꢙꢵ,भा॑रि जा,பொ4ரி ஜா,bho'rijaa,bhOrijA,bhŏrijā,bʰoɾɪd͡ʒɑː,"overflow, cover",கவி (ந்த்)  
ꢡꢾꢭ꣄ꢒꢫꢶ ꢙꢵ,त॑ल्कयि जा,தெல்கயி ஜா,te'lkayi jaa,tElkayi jA,tĕlkayi jā,t̪elkəjɪ d͡ʒɑː,"overflow, cover",கவி (ந்த்)  
ꢲꢸꢞꣁ ꢡꢶꢞꣁ ꢕꢭꢫꢶ ꢙꢵ,हुडा॑तिडा॑ घलयि जा,ஹுடொ3திடொ3 க4லயி ஜா,hud'o' tid'o' ghalayi jaa,huDO tiDO ghalayi jA,huḍŏ tiḍŏ ghalayi jā,ɦuɖo t̪ɪɖo gʰələjɪ d͡ʒɑː,get upside down,கவிழ் (ந்த்)  
